#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   1  10   4.3e-11   2.6e-07   26.4   6.0    34    78   163   207   105   216 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   2  10         0         0 1228.0  74.6    72   778   227   979   223   983 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   3  10   6.3e-06     0.039    9.3   0.0   773   802  1029  1058  1024  1065 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   4  10   8.5e-12   5.2e-08   28.7   0.0   805   839  1130  1164  1117  1173 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   5  10  4.5e-146  2.7e-142  474.0  34.6   834  1166  1209  1613  1205  1632 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   6  10     4e-38   2.5e-34  116.0   1.9  1164  1246  1658  1748  1652  1752 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   7  10   3.5e-11   2.1e-07   26.7   1.2  1246  1299  1779  1844  1775  1851 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   8  10   3.2e-18   1.9e-14   50.0   0.4  1292  1341  1884  1933  1882  1941 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0   9  10   1.7e-95     1e-91  306.3  20.9  1340  1571  1970  2238  1962  2279 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69072.1           -           2754 280at5820            -           1963         0 2884.2 242.0  10  10    7e-199  4.3e-195  649.1  48.8  1568  1963  2301  2747  2285  2747 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/280at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/280at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/280at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:45:31 2026
# [ok]
