#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   1   7  7.9e-170  1.6e-166  554.2   9.9     1   241    28   268    28   291 0.97 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   2   7  2.8e-104  5.6e-101  337.5   4.1   235   414   301   480   294   487 0.96 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   3   7   1.3e-13   2.6e-10   37.8   0.0   413   456   550   593   538   614 0.86 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   4   7   6.1e-13   1.2e-09   35.6   3.6   470   575   785   897   733   919 0.63 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   5   7   1.5e-09   3.1e-06   24.3   0.2   566   630  1004  1071   992  1107 0.78 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   6   7    0.0074        15    2.3   0.1   616   650  1115  1147  1110  1161 0.81 exonuclease I, putative [Plasmodium vivax]
SCO65441.1           -           1255 3072at5820           -            710         0 1057.9  56.9   7   7   3.5e-29   7.1e-26   89.3   4.8   656   710  1201  1255  1194  1255 0.95 exonuclease I, putative [Plasmodium vivax]
SCO65315.1           -            623 3072at5820           -            710   3.9e-16   57.1   2.1   1   3   9.6e-10   1.9e-06   25.0   0.0    66   190    76   196     1   203 0.78 flap endonuclease 1, putative [Plasmodium vivax]
SCO65315.1           -            623 3072at5820           -            710   3.9e-16   57.1   2.1   2   3     1e-13   2.1e-10   38.1   2.4   242   337   199   289   189   294 0.75 flap endonuclease 1, putative [Plasmodium vivax]
SCO65315.1           -            623 3072at5820           -            710   3.9e-16   57.1   2.1   3   3         3   6.1e+03   -9.7  17.2   450   501   366   413   303   523 0.49 flap endonuclease 1, putative [Plasmodium vivax]
SCO65697.1           -           1467 3072at5820           -            710   2.2e-06   24.8   1.5   1   5   6.8e-06     0.014   12.3   1.2    45   108    72   139    68   145 0.83 DNA repair protein RAD2, putative [Plasmodium vivax]
SCO65697.1           -           1467 3072at5820           -            710   2.2e-06   24.8   1.5   2   5      0.23   4.7e+02   -2.7   0.5   515   560   321   365   242   397 0.67 DNA repair protein RAD2, putative [Plasmodium vivax]
SCO65697.1           -           1467 3072at5820           -            710   2.2e-06   24.8   1.5   3   5      0.87   1.8e+03   -4.6   8.3   413   536   500   624   482   656 0.44 DNA repair protein RAD2, putative [Plasmodium vivax]
SCO65697.1           -           1467 3072at5820           -            710   2.2e-06   24.8   1.5   4   5   1.1e-09   2.2e-06   24.8   1.5   126   193  1121  1188  1102  1204 0.80 DNA repair protein RAD2, putative [Plasmodium vivax]
SCO65697.1           -           1467 3072at5820           -            710   2.2e-06   24.8   1.5   5   5   0.00094       1.9    5.2   0.1   278   318  1209  1247  1201  1259 0.82 DNA repair protein RAD2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3072at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3072at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3072at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:29 2026
# [ok]
