#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68235.1           -            153 14675at5820          -            104   3.3e-60  199.4   4.5   1   2       1.3   2.8e+02    0.5   0.5     1     9     1     9     1    59 0.74 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO68235.1           -            153 14675at5820          -            104   3.3e-60  199.4   4.5   2   2   1.5e-62   3.3e-60  199.4   4.5    11   104    60   153    38   153 0.96 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14675at5820          -            104   3.1e-14   51.7   4.9   1   4     1e-05    0.0022   16.9   0.0    16    89    20    94    15   102 0.87 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14675at5820          -            104   3.1e-14   51.7   4.9   2   4   3.2e-05     0.007   15.3   0.3    14    83   106   175    97   192 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14675at5820          -            104   3.1e-14   51.7   4.9   3   4       1.5   3.3e+02    0.3   0.1    16    77   197   256   178   261 0.75 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 14675at5820          -            104   3.1e-14   51.7   4.9   4   4   4.8e-06     0.001   17.9   0.0    13    91   450   528   440   539 0.88 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 14675at5820          -            104   2.2e-11   42.6   0.5   1   2   3.1e-06   0.00068   18.5   0.0    13    88    22    97    13   113 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO66781.1           -            250 14675at5820          -            104   2.2e-11   42.6   0.5   2   2   2.3e-07     5e-05   22.1   0.1     3    85   163   245   161   249 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO69394.1           -            475 14675at5820          -            104   5.5e-07   28.4   1.8   1   3    0.0052       1.1    8.2   0.0     7    48    14    56     9    73 0.85 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 14675at5820          -            104   5.5e-07   28.4   1.8   2   3   2.3e-06    0.0005   18.9   0.4    11    85   106   180    97   193 0.86 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO69394.1           -            475 14675at5820          -            104   5.5e-07   28.4   1.8   3   3       3.2   6.9e+02   -0.8   0.1    41    78   177   215   159   236 0.65 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO70005.1           -            110 14675at5820          -            104   2.4e-06   26.4   0.0   1   1   1.2e-08   2.7e-06   26.2   0.0     9    82    11    82     3   103 0.85 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO66658.1           -            725 14675at5820          -            104   3.1e-06   26.1   0.3   1   2     6e-08   1.3e-05   24.0   0.0    11    84     6    80     2    93 0.89 mRNA processing protein, putative [Plasmodium vivax]
SCO66658.1           -            725 14675at5820          -            104   3.1e-06   26.1   0.3   2   2       6.4   1.4e+03   -1.8   0.0    12    34   189   211   182   236 0.78 mRNA processing protein, putative [Plasmodium vivax]
SCO67297.1           -            208 14675at5820          -            104   3.1e-06   26.0   0.4   1   1   3.6e-08   7.9e-06   24.7   0.4    12    91     8    88     2    91 0.90 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO66530.1           -            470 14675at5820          -            104   3.6e-06   25.8   5.2   1   2    0.0001     0.022   13.7   0.4    13    75    91   153    85   186 0.82 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO66530.1           -            470 14675at5820          -            104   3.6e-06   25.8   5.2   2   2     8e-05     0.017   14.0   0.6     3    83   289   372   287   384 0.80 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
