#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   1  13    2e-133  2.4e-130  434.4   7.7     1   231     1   243     1   246 0.96 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   2  13  9.3e-160  1.1e-156  521.6   4.1   231   472   333   574   328   587 0.98 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   3  13     2e-10   2.4e-07   27.2   0.2   489   520   642   673   636   678 0.87 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   4  13      0.33   4.1e+02   -3.3   9.7   522   553   832   863   826   883 0.70 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   5  13   0.00032      0.39    6.7   9.7   531   567   995  1031   983  1035 0.80 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   6  13      0.02        24    0.7   0.0   559   589  1083  1113  1073  1130 0.83 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   7  13   2.2e-10   2.7e-07   27.1   0.0   608   637  1334  1363  1291  1373 0.83 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   8  13   6.4e-62   7.8e-59  197.7   3.5   648   781  1521  1667  1506  1676 0.89 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7   9  13    0.0079       9.6    2.1   0.0   799   822  1767  1790  1730  1807 0.76 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7  10  13   5.8e-09   7.1e-06   22.4   0.0   822   873  1877  1931  1872  1962 0.84 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7  11  13     0.028        34    0.2   5.9   839   913  2017  2091  1986  2117 0.60 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7  12  13     0.061        74   -0.9   0.1   881   914  2100  2133  2092  2151 0.73 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO66115.1           -           2340 1016at5820           -           1026         0 1439.1  97.7  13  13   1.6e-73     2e-70  236.1   2.8   915  1025  2226  2340  2185  2340 0.91 eukaryotic translation initiation factor subunit eIF2A, putative [Plasmodium vivax]
SCO69225.1           -            668 1016at5820           -           1026   2.1e-24   83.7  31.2   1   1   1.7e-26   2.1e-23   80.4  31.2   218   550   333   657   258   666 0.70 eukaryotic translation initiation factor eIF2A, putative [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   1   8       1.4   1.7e+03   -5.4   1.3   509   569   520   580   514   582 0.61 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   2   8         5   6.1e+03   -7.7   3.9   553   587   731   765   717   788 0.41 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   3   8         5   6.1e+03  -16.2  27.6   488   653   866  1036   849  1053 0.45 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   4   8      0.12   1.5e+02   -1.9   2.2   809   924  1039  1152  1034  1171 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   5   8      0.38   4.6e+02   -3.5   1.2   791   812  1418  1439  1407  1513 0.47 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   6   8     9e-15   1.1e-11   41.6   0.0   929  1010  1819  1900  1731  1905 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   7   8         5   6.1e+03  -14.4  22.9   497   576  2382  2441  2322  2466 0.38 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68347.1           -           2854 1016at5820           -           1026   1.1e-11   41.6   0.0   8   8         5   6.1e+03   -8.9  20.1   498   564  2482  2551  2449  2560 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO65800.1           -           1207 1016at5820           -           1026     0.077    9.0   5.4   1   1   9.9e-05      0.12    8.4   5.4   519   574  1046  1100   976  1137 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67533.1           -            325 1016at5820           -           1026      0.78    5.7  12.9   1   1   0.00088       1.1    5.2  12.9   526   589   215   278   150   301 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1016at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1016at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1016at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:01 2026
# [ok]
