#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65939.1           -            361 9305at5820           -            273    2e-162  537.2  23.0   1   2     0.015       3.7    5.1   9.4     1    25    46    78    46    88 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO65939.1           -            361 9305at5820           -            273    2e-162  537.2  23.0   2   2  4.6e-164  1.2e-161  534.8   9.8    18   273    88   353    76   353 0.96 RNA-binding protein, putative [Plasmodium vivax]
SCO68028.1           -            513 9305at5820           -            273   8.5e-24   82.6   0.2   1   4   1.7e-09   4.3e-07   27.9   0.0    44   102    88   146    78   156 0.91 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 9305at5820           -            273   8.5e-24   82.6   0.2   2   4     2e-10   5.1e-08   30.9   0.0    43   112   186   252   177   256 0.92 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 9305at5820           -            273   8.5e-24   82.6   0.2   3   4         2     5e+02   -1.9   0.0   196   208   261   273   254   287 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO68028.1           -            513 9305at5820           -            273   8.5e-24   82.6   0.2   4   4   8.6e-07   0.00022   19.0   0.0    45    94   373   422   342   464 0.84 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO69492.1           -            503 9305at5820           -            273   2.9e-20   71.1  12.5   1   4   1.2e-11   2.9e-09   35.0   0.1    42   107    80   145    61   151 0.93 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 9305at5820           -            273   2.9e-20   71.1  12.5   2   4   7.1e-08   1.8e-05   22.5   0.4    34   111   170   243   166   254 0.78 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 9305at5820           -            273   2.9e-20   71.1  12.5   3   4       2.1   5.4e+02   -2.0   1.2   193   259   250   313   215   332 0.49 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 9305at5820           -            273   2.9e-20   71.1  12.5   4   4   2.9e-07   7.3e-05   20.5   0.1    45   100   395   453   380   478 0.81 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69999.1           -            883 9305at5820           -            273   1.2e-18   65.8   5.2   1   3   3.2e-12   8.1e-10   36.8   0.1    45   183    17   160     2   177 0.81 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 9305at5820           -            273   1.2e-18   65.8   5.2   2   3    0.0023      0.57    7.8   0.1    45   113   194   256   176   266 0.69 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO69999.1           -            883 9305at5820           -            273   1.2e-18   65.8   5.2   3   3   1.1e-07   2.8e-05   21.9   0.1    35   115   440   521   421   547 0.79 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO66489.1           -            340 9305at5820           -            273   2.4e-17   61.5   4.2   1   1   1.3e-19   3.3e-17   61.0   4.2    45   266    88   317    37   329 0.81 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO67176.1           -            753 9305at5820           -            273   4.7e-14   50.7  14.0   1   2   2.3e-10   5.7e-08   30.7   4.7   129   222   364   461   325   523 0.62 nucleic acid binding protein, putative [Plasmodium vivax]
