#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   1  10   2.4e-33   4.1e-31  106.4   0.1     2    89     7    95     6   100 0.94 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   2  10   1.7e-10   2.9e-08   30.9   0.1    90   119   133   162   130   165 0.93 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   3  10   7.6e-53   1.3e-50  170.9   0.0   115   245   213   359   204   366 0.87 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   4  10     3e-13   5.1e-11   40.0   1.2   238   287   455   511   436   515 0.87 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   5  10  4.8e-114  8.1e-112  373.2  10.4   288   467   559   738   556   743 0.98 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   6  10    0.0059         1    6.0   0.0   466   486   821   841   816   867 0.87 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   7  10   1.9e-20   3.3e-18   63.8   0.6   487   545   905   965   901   972 0.93 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   8  10   3.1e-18   5.3e-16   56.5   6.8   545   583   993  1031   987  1037 0.92 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1   9  10    0.0084       1.4    5.5   0.1   581   619  1062  1100  1057  1115 0.76 RNA helicase, putative [Plasmodium vivax]
SCO64986.1           -           1262 4306at5820           -            703  1.4e-277  921.0  55.1  10  10   7.7e-28   1.3e-25   88.2   0.0   606   702  1140  1242  1132  1243 0.88 RNA helicase, putative [Plasmodium vivax]
SCO66912.1           -            433 4306at5820           -            703   4.2e-49  165.9   3.5   1   2   1.7e-26   2.9e-24   83.7   0.1    13   227    52   252    42   287 0.82 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66912.1           -            433 4306at5820           -            703   4.2e-49  165.9   3.5   2   2   6.5e-26   1.1e-23   81.9   2.0   317   450   283   416   279   422 0.92 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO66039.1           -            388 4306at5820           -            703   5.4e-44  149.0   4.0   1   2     6e-26     1e-23   82.0   0.2    14   225     8   206     2   224 0.85 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO66039.1           -            388 4306at5820           -            703   5.4e-44  149.0   4.0   2   2   8.2e-22   1.4e-19   68.3   0.4   314   442   237   365   218   378 0.89 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO68760.1           -            398 4306at5820           -            703   3.9e-41  139.5   1.0   1   2   3.5e-24     6e-22   76.1   0.0    15   223    17   212     5   238 0.87 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 4306at5820           -            703   3.9e-41  139.5   1.0   2   2   7.3e-20   1.2e-17   61.9   0.2   316   436   247   367   240   373 0.81 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO65655.1           -            473 4306at5820           -            703   1.7e-39  134.1   1.3   1   3   1.6e-05    0.0027   14.5   0.0    23    82    61   120    52   127 0.89 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
