#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   1  10   1.7e-18   2.6e-15   53.0   0.5    26   126   275   404   252   413 0.76 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   2  10   3.8e-25   5.7e-22   75.1   4.4   121   192   430   509   424   514 0.89 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   3  10         0         0 1035.6  56.7   202   804   600  1237   577  1242 0.95 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   4  10   4.3e-16   6.6e-13   45.1   0.2   803   847  1310  1357  1289  1363 0.84 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   5  10  3.5e-128  5.3e-125  416.8  26.8   844  1103  1433  1710  1421  1728 0.91 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   6  10  2.6e-126  3.9e-123  410.7  16.6  1119  1345  1835  2087  1816  2098 0.90 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   7  10  1.8e-143  2.7e-140  467.6  36.7  1332  1589  2110  2376  2096  2394 0.94 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   8  10  5.5e-171  8.4e-168  558.8  36.5  1586  1892  2445  2771  2439  2777 0.92 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2   9  10   4.2e-81   6.3e-78  260.7  19.6  1891  2106  2825  3084  2818  3090 0.80 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 177at5820            -           2232         0 3468.9 287.2  10  10   3.4e-58   5.1e-55  184.7  21.9  2090  2232  3094  3244  3085  3244 0.91 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69082.1           -           5543 177at5820            -           2232  8.9e-158  525.5 312.5   1  12       2.6     4e+03   -7.3   4.1  2033  2133    98   195    97   218 0.83 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO69082.1           -           5543 177at5820            -           2232  8.9e-158  525.5 312.5   2  12         4   6.1e+03  -12.2   9.6  1852  1956   705   814   699   826 0.67 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO69082.1           -           5543 177at5820            -           2232  8.9e-158  525.5 312.5   3  12         4   6.1e+03   -8.2  13.3   729   839  2329  2441  2291  2479 0.77 cysteine repeat modular protein 4, putative [Plasmodium vivax]
