#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65792.1           -            268 10390at5820          -            231  5.2e-140  463.3  21.3   1   1  6.8e-143  5.9e-140  463.1  21.3     1   231    33   264    33   264 0.99 rhomboid protease ROM3, putative [Plasmodium vivax]
SCO67241.1           -            276 10390at5820          -            231   8.4e-42  142.0  17.1   1   1   1.1e-44   9.8e-42  141.7  17.1     2   229    43   274    42   276 0.87 rhomboid protease ROM1, putative [Plasmodium vivax]
SCO67828.1           -            627 10390at5820          -            231     4e-20   71.0  12.2   1   1   1.1e-22   9.7e-20   69.8  12.2    39   188   307   455   300   464 0.88 rhomboid protease ROM4, putative [Plasmodium vivax]
SCO69478.1           -            822 10390at5820          -            231   1.4e-17   62.7  29.3   1   1   2.6e-20   2.2e-17   62.1  29.3     3   217   586   804   584   820 0.80 rhomboid protease ROM8, putative [Plasmodium vivax]
SCO68208.1           -            273 10390at5820          -            231   2.4e-16   58.6  16.9   1   1   2.8e-19   2.4e-16   58.6  16.9     2   218    42   259    41   273 0.71 rhomboid protease ROM10, putative [Plasmodium vivax]
SCO67748.1           -            416 10390at5820          -            231     0.001   17.4   1.5   1   2       2.9   2.5e+03   -3.6   0.1   153   175   173   193   162   200 0.56 rhomboid protease ROM9, putative [Plasmodium vivax]
SCO67748.1           -            416 10390at5820          -            231     0.001   17.4   1.5   2   2   1.2e-06     0.001   17.4   1.5    52   115   250   312   226   409 0.79 rhomboid protease ROM9, putative [Plasmodium vivax]
SCO68039.1           -            335 10390at5820          -            231    0.0053   15.0   5.2   1   3       2.9   2.5e+03   -3.5   0.1     3    17   105   119    94   129 0.48 rhomboid protease ROM7, putative [Plasmodium vivax]
SCO68039.1           -            335 10390at5820          -            231    0.0053   15.0   5.2   2   3   6.1e-06    0.0053   15.0   5.2    56   114   166   224   154   227 0.88 rhomboid protease ROM7, putative [Plasmodium vivax]
SCO68039.1           -            335 10390at5820          -            231    0.0053   15.0   5.2   3   3     0.018        16    3.6  10.4   116   190   254   325   227   331 0.71 rhomboid protease ROM7, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10390at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10390at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10390at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:01 2026
# [ok]
