#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65871.1           -           1741 1041at5820           -           1351         0 2565.7  34.4   1   2         0         0 1490.7  20.3     2   737     6   840     5   892 0.90 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1041at5820           -           1351         0 2565.7  34.4   2   2         0         0 1081.0   6.1   782  1350  1004  1701   935  1706 0.96 helicase SRCAP, putative [Plasmodium vivax]
SCO67148.1           -           1396 1041at5820           -           1351  1.3e-121  405.7  22.7   1   4   1.4e-79   7.9e-77  257.3  13.0   298   683   202   600   172   609 0.75 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1041at5820           -           1351  1.3e-121  405.7  22.7   2   4   2.8e-51   1.5e-48  163.6   2.1  1043  1207   616   781   610   790 0.94 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1041at5820           -           1351  1.3e-121  405.7  22.7   3   4       7.1   3.9e+03   -6.7  17.7   226   352   797   927   775   966 0.45 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1041at5820           -           1351  1.3e-121  405.7  22.7   4   4       0.5   2.7e+02   -2.9   3.0   155   232  1091  1165  1037  1275 0.73 chromatin remodeling protein, putative [Plasmodium vivax]
SCO65594.1           -           1570 1041at5820           -           1351   1.5e-94  316.0  36.2   1   4     2e-70   1.1e-67  227.0  11.6   361   687   656  1003   554  1011 0.76 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1041at5820           -           1351   1.5e-94  316.0  36.2   2   4   3.7e-10     2e-07   27.4   0.4  1043  1109  1011  1077  1002  1080 0.95 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1041at5820           -           1351   1.5e-94  316.0  36.2   3   4     1e-25   5.6e-23   78.9   0.5  1113  1205  1116  1208  1111  1232 0.91 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1041at5820           -           1351   1.5e-94  316.0  36.2   4   4       1.1     6e+02   -4.0   4.7   265   313  1434  1483  1371  1569 0.51 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66179.1           -           3266 1041at5820           -           1351   1.2e-88  296.5  28.3   1   6       1.1   6.3e+02   -4.1  12.8   291   375   966  1047   954  1066 0.38 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO66179.1           -           3266 1041at5820           -           1351   1.2e-88  296.5  28.3   2   6   4.9e-56   2.7e-53  179.3  15.2   385   681  1378  1684  1236  1694 0.73 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
