#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68531.1           -            811 4282at5820           -            551    4e-277  918.9  38.6   1   4   2.6e-23   1.2e-20   72.2   0.0     6    54    58   106    52   111 0.94 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 4282at5820           -            551    4e-277  918.9  38.6   2   4  4.7e-139  2.2e-136  454.3  15.1    53   314   152   438   146   442 0.91 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 4282at5820           -            551    4e-277  918.9  38.6   3   4   2.5e-60   1.2e-57  194.4   1.5   310   421   472   586   471   592 0.96 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 4282at5820           -            551    4e-277  918.9  38.6   4   4   8.4e-65   3.9e-62  209.2   4.5   420   551   671   804   661   804 0.97 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO67669.1           -           1464 4282at5820           -            551   1.1e-46  158.2  55.6   1   5   6.4e-17     3e-14   51.1   3.4   314   419   382   488   325   499 0.90 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 4282at5820           -            551   1.1e-46  158.2  55.6   2   5   1.8e-13   8.5e-11   39.7   2.6   415   521   534   646   522   668 0.78 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 4282at5820           -            551   1.1e-46  158.2  55.6   3   5      0.41   1.9e+02   -1.0   6.2    39   202   843  1000   809  1016 0.65 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 4282at5820           -            551   1.1e-46  158.2  55.6   4   5   5.2e-10   2.4e-07   28.3   0.2   307   375  1156  1224  1143  1235 0.92 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 4282at5820           -            551   1.1e-46  158.2  55.6   5   5   9.6e-24   4.5e-21   73.7   0.2   367   530  1271  1433  1262  1453 0.82 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO69200.1           -            918 4282at5820           -            551   1.1e-41  141.7  29.3   1   3   4.2e-23     2e-20   71.6  14.5    11   312   217   533   209   578 0.76 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 4282at5820           -            551   1.1e-41  141.7  29.3   2   3   1.5e-15   7.2e-13   46.6   2.0   328   423   612   707   603   786 0.75 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 4282at5820           -            551   1.1e-41  141.7  29.3   3   3     4e-11   1.9e-08   32.0   0.3   450   532   810   893   774   906 0.82 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO68413.1           -            998 4282at5820           -            551   1.9e-33  114.5  11.6   1   2       8.6     4e+03   -5.4  33.2     9   331   324   683   317   689 0.58 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO68413.1           -            998 4282at5820           -            551   1.9e-33  114.5  11.6   2   2   4.2e-36   1.9e-33  114.5  11.6   325   538   767   977   763   990 0.86 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO68972.1           -           1546 4282at5820           -            551   6.3e-33  112.8  19.2   1   1   5.6e-35   2.6e-32  110.8  19.2   118   540   473   914   365   925 0.75 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO67552.1           -            783 4282at5820           -            551   4.9e-26   90.0   8.4   1   3      0.17        79    0.2   0.3   482   520   187   225   178   247 0.84 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 4282at5820           -            551   4.9e-26   90.0   8.4   2   3       3.9   1.8e+03   -4.3  22.0    20   232   211   420   194   488 0.64 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 4282at5820           -            551   4.9e-26   90.0   8.4   3   3   1.1e-28   4.9e-26   90.0   8.4   314   532   556   778   550   781 0.87 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67094.1           -           1376 4282at5820           -            551   7.3e-23   79.6  27.4   1   3       0.2        94   -0.0   2.4   195   244   752   799   737   836 0.70 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 4282at5820           -            551   7.3e-23   79.6  27.4   2   3   1.7e-13   7.7e-11   39.9  14.7   299   415  1010  1131   977  1155 0.83 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 4282at5820           -            551   7.3e-23   79.6  27.4   3   3   3.9e-18   1.8e-15   55.2   4.8   430   543  1249  1364  1209  1369 0.89 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67941.1           -            619 4282at5820           -            551   4.2e-12   44.1  13.1   1   3   4.3e-08     2e-05   22.0   2.9   348   516   122   292   113   307 0.68 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 4282at5820           -            551   4.2e-12   44.1  13.1   2   3     0.037        17    2.4   0.0   330   363   371   409   359   416 0.68 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 4282at5820           -            551   4.2e-12   44.1  13.1   3   3   8.3e-09   3.9e-06   24.4   1.0   450   529   475   557   455   581 0.78 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO69341.1           -            695 4282at5820           -            551   6.4e-12   43.5   1.0   1   1   2.6e-14   1.2e-11   42.6   1.0   315   536    35   259    30   269 0.76 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO67316.1           -            792 4282at5820           -            551   1.4e-10   39.0  26.2   1   5   9.7e-05     0.046   10.9   0.3   327   383   192   245   162   284 0.74 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 4282at5820           -            551   1.4e-10   39.0  26.2   2   5   6.3e-07    0.0003   18.2   2.0   429   542   334   450   319   457 0.75 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 4282at5820           -            551   1.4e-10   39.0  26.2   3   5      0.25   1.2e+02   -0.3   0.9   314   343   526   555   517   584 0.80 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 4282at5820           -            551   1.4e-10   39.0  26.2   4   5   4.1e-07   0.00019   18.8   0.1   326   378   585   638   576   656 0.84 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 4282at5820           -            551   1.4e-10   39.0  26.2   5   5    0.0025       1.2    6.3   0.6   444   517   684   755   648   776 0.71 protein GCN20, putative [Plasmodium vivax]
SCO69266.1           -            257 4282at5820           -            551   2.6e-10   38.2   3.8   1   2   5.7e-06    0.0027   15.0   0.1   324   363    14    55     3    78 0.79 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO69266.1           -            257 4282at5820           -            551   2.6e-10   38.2   3.8   2   2   9.6e-09   4.5e-06   24.2   0.9   455   546   129   227    99   232 0.80 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO69455.1           -            351 4282at5820           -            551   5.8e-10   37.0   1.7   1   1   1.8e-11   8.3e-09   33.2   1.7   329   542   116   338   103   344 0.80 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   1   6   1.6e-05    0.0077   13.5   4.4   316   383   179   244   150   282 0.72 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   2   6   0.00016     0.074   10.2   0.6   435   513   460   539   328   561 0.82 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   3   6       2.1   9.7e+02   -3.3   0.3    90   120   639   669   636   687 0.82 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   4   6   1.5e-09   7.1e-07   26.8   2.9   316   370   801   858   772   861 0.86 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   5   6       2.2     1e+03   -3.4   0.4   309   342   905   937   903   950 0.62 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 4282at5820           -            551   3.1e-07   28.0  43.1   6   6     0.011       5.3    4.1   1.6   453   526  1025  1101   984  1123 0.68 ABC transporter F family member 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4282at5820.hmm
