#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   1  11   6.6e-21     4e-17   59.6   8.6     1    65     2    66     2    76 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   2  11  4.1e-108  2.5e-104  348.5  22.8    49   350   135   483    90   495 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   3  11   7.2e-19   4.4e-15   52.9   0.4   350   395   520   565   512   571 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   4  11   3.2e-48     2e-44  150.1   2.7   391   538   680   850   675   856 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   5  11   5.3e-10   3.2e-06   23.5   0.0   533   593   868   933   861   947 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   6  11   2.6e-05      0.16    8.0   0.9   576   609   945   978   940   982 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   7  11   1.6e-34   9.6e-31  104.7   8.0   604   714  1000  1121   990  1128 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   8  11   1.9e-52   1.2e-48  164.1   0.0   720   845  1163  1300  1150  1305 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2   9  11   2.1e-20   1.3e-16   57.9   0.0   848   903  1387  1443  1383  1453 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2  10  11  6.1e-111  3.7e-107  357.9   2.9   903  1158  1559  1838  1556  1840 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66029.1           -           1982 1258at5820           -           1250         0 1418.4 104.2  11  11   2.6e-40   1.6e-36  123.9   4.0  1159  1250  1877  1982  1874  1982 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1258at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1258at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:05 2026
# [ok]
