#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70255.1           -           1589 1046at5820           -           1126         0 2171.7  73.5   1   5  4.3e-137  2.6e-134  447.5  15.0     1   259     5   284     5   315 0.92 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 1046at5820           -           1126         0 2171.7  73.5   2   5   4.7e-91   2.9e-88  295.0   2.3   261   407   365   512   353   521 0.95 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 1046at5820           -           1126         0 2171.7  73.5   3   5   8.5e-69   5.2e-66  221.3   2.3   406   549   556   710   552   729 0.90 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 1046at5820           -           1126         0 2171.7  73.5   4   5    4e-204  2.4e-201  669.5  13.5   548   864   913  1238   891  1242 0.94 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70255.1           -           1589 1046at5820           -           1126         0 2171.7  73.5   5   5  9.6e-172  5.8e-169  562.2   9.1   865  1126  1327  1589  1319  1589 0.98 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   1   6      0.13        79   -1.2   0.4   197   217   462   482   409   491 0.65 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   2   6   2.7e-29   1.7e-26   90.5   0.0   210   336   712   849   667   856 0.79 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   3   6   2.1e-18   1.3e-15   54.4   0.1   572   650   944  1021   923  1030 0.83 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   4   6   1.1e-18   6.8e-16   55.3   0.5   715   806  1048  1142  1033  1154 0.88 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   5   6      0.13        81   -1.2   2.1   826   869  1245  1286  1231  1307 0.80 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO68499.1           -           1529 1046at5820           -           1126   1.4e-82  276.2  31.5   6   6   3.2e-29   1.9e-26   90.3   3.4   943  1113  1312  1503  1299  1523 0.83 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO65871.1           -           1741 1046at5820           -           1126   8.7e-42  141.1  29.1   1   5   2.4e-10   1.5e-07   27.7   0.1   178   242   472   535   459   606 0.87 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1046at5820           -           1126   8.7e-42  141.1  29.1   2   5   2.4e-12   1.5e-09   34.4   1.1   571   644   597   669   578   682 0.82 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1046at5820           -           1126   8.7e-42  141.1  29.1   3   5      0.33     2e+02   -2.5   0.4   721   802   715   786   703   794 0.55 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1046at5820           -           1126   8.7e-42  141.1  29.1   4   5   8.6e-32   5.2e-29   98.8   1.9   941  1107  1330  1497  1322  1505 0.89 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1046at5820           -           1126   8.7e-42  141.1  29.1   5   5       4.4   2.7e+03   -6.2   3.0    96   191  1567  1658  1562  1695 0.56 helicase SRCAP, putative [Plasmodium vivax]
SCO65021.1           -           1083 1046at5820           -           1126   1.5e-41  140.3   4.9   1   3   1.5e-09     9e-07   25.1   0.0   189   327   115   250    93   255 0.76 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO65021.1           -           1083 1046at5820           -           1126   1.5e-41  140.3   4.9   2   3   5.7e-11   3.5e-08   29.8   0.0   584   643   253   311   248   326 0.89 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO65021.1           -           1083 1046at5820           -           1126   1.5e-41  140.3   4.9   3   3   1.5e-27   9.1e-25   84.7   2.0   952  1124   523   695   514   697 0.96 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO67148.1           -           1396 1046at5820           -           1126   3.6e-40  135.8  12.8   1   3     8e-12   4.9e-09   32.6   1.5   171   325   280   423   237   426 0.70 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1046at5820           -           1126   3.6e-40  135.8  12.8   2   3   5.4e-13   3.3e-10   36.5   0.1   580   644   424   487   423   495 0.92 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1046at5820           -           1126   3.6e-40  135.8  12.8   3   3   9.4e-24   5.7e-21   72.2   0.8   969  1109   630   770   612   785 0.88 chromatin remodeling protein, putative [Plasmodium vivax]
SCO65594.1           -           1570 1046at5820           -           1126     3e-37  126.1   3.7   1   4   3.5e-15   2.1e-12   43.8   0.0   174   322   660   809   631   816 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1046at5820           -           1126     3e-37  126.1   3.7   2   4     7e-12   4.3e-09   32.8   0.1   581   644   814   876   810   887 0.86 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1046at5820           -           1126     3e-37  126.1   3.7   3   4      0.01       6.3    2.5   0.3   942  1021   997  1077   935  1080 0.81 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1046at5820           -           1126     3e-37  126.1   3.7   4   4   1.5e-15   9.2e-13   45.0   0.0  1026  1105  1117  1196  1110  1209 0.91 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66179.1           -           3266 1046at5820           -           1126   4.1e-36  122.3   7.4   1   3   8.1e-07   0.00049   16.1   0.0   201   241  1386  1425  1376  1435 0.86 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO66179.1           -           3266 1046at5820           -           1126   4.1e-36  122.3   7.4   2   3   3.1e-10   1.9e-07   27.4   0.1   568   654  1496  1581  1461  1593 0.78 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO66179.1           -           3266 1046at5820           -           1126   4.1e-36  122.3   7.4   3   3     3e-26   1.8e-23   80.4   1.5   930  1107  1670  1853  1601  1864 0.83 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO68151.1           -           2940 1046at5820           -           1126   2.7e-30  103.0  22.9   1   5      0.75   4.6e+02   -3.7   2.9   830   857     8    37     4    64 0.81 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1046at5820           -           1126   2.7e-30  103.0  22.9   2   5   8.1e-08   4.9e-05   19.4   0.1   200   250   349   397   338   460 0.86 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1046at5820           -           1126   2.7e-30  103.0  22.9   3   5   3.8e-12   2.3e-09   33.7   0.0   572   644   457   525   426   531 0.76 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1046at5820           -           1126   2.7e-30  103.0  22.9   4   5   1.1e-21   6.9e-19   65.3   0.2   974  1102  1218  1346  1209  1369 0.89 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1046at5820           -           1126   2.7e-30  103.0  22.9   5   5       1.4   8.4e+02   -4.6   2.7    95   177  1721  1799  1709  1823 0.80 SNF2 helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 1046at5820           -           1126   3.5e-29   99.4  23.4   1   5       2.5   1.5e+03   -5.4   1.2   556   582    30    57    18    61 0.51 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 1046at5820           -           1126   3.5e-29   99.4  23.4   2   5   7.2e-09   4.4e-06   22.9   1.1   198   242   221   264   150   341 0.66 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 1046at5820           -           1126   3.5e-29   99.4  23.4   3   5   1.3e-06   0.00079   15.4   0.2   582   644   343   406   326   413 0.87 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 1046at5820           -           1126   3.5e-29   99.4  23.4   4   5   0.00037      0.23    7.3   0.5   949   993   819   862   793   868 0.83 DNA helicase, putative [Plasmodium vivax]
SCO65894.1           -           1121 1046at5820           -           1126   3.5e-29   99.4  23.4   5   5   1.5e-22   9.2e-20   68.2   0.1   997  1119   992  1114   966  1118 0.87 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 1046at5820           -           1126   6.8e-25   85.1  15.0   1   3   3.1e-06    0.0019   14.1   0.1   125   242   239   352   210   357 0.72 DNA helicase, putative [Plasmodium vivax]
SCO68047.1           -            877 1046at5820           -           1126   6.8e-25   85.1  15.0   2   3   2.6e-06    0.0016   14.4   2.2   579   689   411   520   384   570 0.77 DNA helicase, putative [Plasmodium vivax]
