#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67086.1           -            611 4261at5820           -            540         0 1037.2  61.0   1   1         0         0 1021.3  61.0     2   535     4   594     3   607 0.93 palmitoyltransferase, putative [Plasmodium vivax]
SCO65595.1           -            272 4261at5820           -            540   2.1e-15   55.1   7.2   1   2       1.9   7.2e+02   -2.8   1.6   241   274    26    60     2    71 0.44 palmitoyltransferase, putative [Plasmodium vivax]
SCO65595.1           -            272 4261at5820           -            540   2.1e-15   55.1   7.2   2   2   5.5e-18   2.1e-15   55.1   7.2   374   441    91   160    82   224 0.80 palmitoyltransferase, putative [Plasmodium vivax]
SCO68295.1           -            284 4261at5820           -            540     6e-15   53.6  15.6   1   1   1.6e-17     6e-15   53.6  15.6   373   488    95   231    82   261 0.71 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 4261at5820           -            540   1.5e-14   52.3  10.6   1   2   0.00047      0.18    9.1   0.3    62   211    62   136    23   206 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO68700.1           -            641 4261at5820           -            540   1.5e-14   52.3  10.6   2   2   2.3e-15   8.7e-13   46.5   4.9   373   489   433   553   381   584 0.81 palmitoyltransferase, putative [Plasmodium vivax]
SCO67258.1           -            355 4261at5820           -            540   2.8e-13   48.1   8.3   1   1   7.3e-16   2.8e-13   48.1   8.3   358   488   139   279   127   304 0.68 palmitoyltransferase, putative [Plasmodium vivax]
SCO69800.1           -            297 4261at5820           -            540   1.3e-12   45.9  15.1   1   1   3.4e-15   1.3e-12   45.9  15.1   377   488   128   253   120   274 0.68 palmitoyltransferase, putative [Plasmodium vivax]
SCO65727.1           -            287 4261at5820           -            540   3.8e-12   44.4   8.6   1   1   1.4e-14   5.4e-12   43.8   8.6   368   450    95   175    71   214 0.86 palmitoyltransferase, putative [Plasmodium vivax]
SCO66822.1           -            188 4261at5820           -            540   1.9e-09   35.4   0.9   1   2   3.1e-08   1.2e-05   22.9   0.0   152   209    37    94    29   101 0.93 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO66822.1           -            188 4261at5820           -            540   1.9e-09   35.4   0.9   2   2   3.9e-05     0.015   12.7   0.5    66   103    92   129    87   148 0.71 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO67309.1           -            286 4261at5820           -            540   2.4e-07   28.5  26.5   1   1   6.2e-10   2.4e-07   28.5  26.5   355   515    85   264    57   272 0.70 palmitoyltransferase, putative [Plasmodium vivax]
SCO67614.1           -            437 4261at5820           -            540   3.7e-06   24.6  32.9   1   1   2.9e-08   1.1e-05   23.0  32.7   287   490   146   366   132   406 0.58 palmitoyltransferase, putative [Plasmodium vivax]
SCO66158.1           -           1903 4261at5820           -            540   1.8e-05   22.3   1.9   1   1   7.6e-08   2.9e-05   21.6   1.9    38   196  1073  1235  1057  1269 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66218.1           -            281 4261at5820           -            540   5.3e-05   20.8   8.7   1   2       4.4   1.7e+03   -4.0   1.2   187   196    35    44    19    77 0.50 palmitoyltransferase, putative [Plasmodium vivax]
SCO66218.1           -            281 4261at5820           -            540   5.3e-05   20.8   8.7   2   2   1.4e-07   5.3e-05   20.8   8.7   378   479   113   226   100   237 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO65820.1           -            185 4261at5820           -            540   5.4e-05   20.7   4.4   1   2    0.0008       0.3    8.4   3.4   164   243    23   100     9   103 0.80 conserved protein, unknown function [Plasmodium vivax]
SCO65820.1           -            185 4261at5820           -            540   5.4e-05   20.7   4.4   2   2   5.4e-07    0.0002   18.8   4.2   127   217    56   143    33   165 0.79 conserved protein, unknown function [Plasmodium vivax]
SCO69812.1           -           1016 4261at5820           -            540   7.9e-05   20.2  32.4   1   2   2.1e-07   7.9e-05   20.2  32.4   367   492   127   270    40   283 0.70 palmitoyltransferase, putative [Plasmodium vivax]
SCO69812.1           -           1016 4261at5820           -            540   7.9e-05   20.2  32.4   2   2       3.5   1.3e+03   -3.6   0.8   355   367   907   919   875  1006 0.53 palmitoyltransferase, putative [Plasmodium vivax]
SCO66275.1           -            482 4261at5820           -            540   0.00027   18.5   0.1   1   1   1.7e-06   0.00064   17.2   0.1   151   244    89   181    41   190 0.79 bromodomain protein 1, putative [Plasmodium vivax]
SCO67289.1           -            366 4261at5820           -            540    0.0037   14.7   0.1   1   1   1.5e-05    0.0057   14.1   0.1    29   209   270   340   256   351 0.57 acyl-CoA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4261at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4261at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4261at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:48 2026
# [ok]
