#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65882.1           -            690 3994at5820           -            641         0 1477.0  29.4   1   2         0         0 1469.5   6.3     1   634     8   657     8   657 0.99 heat shock protein 70, putative [Plasmodium vivax]
SCO65882.1           -            690 3994at5820           -            641         0 1477.0  29.4   2   2   5.8e-07   0.00032   17.3  16.3   605   641   652   690   652   690 0.68 heat shock protein 70, putative [Plasmodium vivax]
SCO66501.1           -            652 3994at5820           -            641  1.4e-234  778.4  10.3   1   1  3.4e-237  1.9e-234  778.0  10.3    10   605    30   635    22   643 0.95 heat shock protein 70, putative [Plasmodium vivax]
SCO67438.1           -            663 3994at5820           -            641  1.9e-177  589.6  11.0   1   1  4.1e-180  2.2e-177  589.4  11.0     7   564    40   590    33   644 0.92 heat shock protein 70, putative [Plasmodium vivax]
SCO64942.1           -            887 3994at5820           -            641     5e-40  135.6   6.1   1   3   6.3e-31   3.5e-28   96.5   2.3    11   252     4   251     2   271 0.87 heat shock protein 110, putative [Plasmodium vivax]
SCO64942.1           -            887 3994at5820           -            641     5e-40  135.6   6.1   2   3   8.7e-17   4.8e-14   49.8   0.1   267   387   294   414   276   421 0.89 heat shock protein 110, putative [Plasmodium vivax]
SCO64942.1           -            887 3994at5820           -            641     5e-40  135.6   6.1   3   3       7.7   4.2e+03   -6.2   4.3   555   582   754   779   646   853 0.66 heat shock protein 110, putative [Plasmodium vivax]
SCO68491.1           -            928 3994at5820           -            641   4.2e-23   79.7   1.9   1   3    0.0019       1.1    5.7   0.0    10    75    26    92    18   116 0.88 heat shock protein 110, putative [Plasmodium vivax]
SCO68491.1           -            928 3994at5820           -            641   4.2e-23   79.7   1.9   2   3   7.6e-26   4.2e-23   79.7   1.9   119   401   165   461   135   562 0.81 heat shock protein 110, putative [Plasmodium vivax]
SCO68491.1           -            928 3994at5820           -            641   4.2e-23   79.7   1.9   3   3      0.95   5.3e+02   -3.2   3.3   515   584   648   717   625   740 0.77 heat shock protein 110, putative [Plasmodium vivax]
SCO65717.1           -            796 3994at5820           -            641   1.1e-05   22.1   1.4   1   1   4.4e-08   2.4e-05   21.0   1.4   604   631   600   627   527   633 0.61 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67621.1           -            463 3994at5820           -            641   0.00011   18.8  17.0   1   2     2e-07   0.00011   18.8  17.0   535   634   231   331   209   331 0.54 Hsc70-interacting protein, putative [Plasmodium vivax]
SCO67621.1           -            463 3994at5820           -            641   0.00011   18.8  17.0   2   2    0.0066       3.7    3.9  26.8   608   632   376   400   372   409 0.62 Hsc70-interacting protein, putative [Plasmodium vivax]
SCO66539.1           -            587 3994at5820           -            641   0.00047   16.7   1.2   1   2   8.6e-07   0.00047   16.7   1.2   531   625    89   186    59   200 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66539.1           -            587 3994at5820           -            641   0.00047   16.7   1.2   2   2       0.6   3.3e+02   -2.6   9.0   602   631   256   284   244   292 0.54 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67312.1           -           1575 3994at5820           -            641     0.092    9.2   4.5   1   1   0.00027      0.15    8.5   4.5   603   635  1220  1251  1215  1255 0.84 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO66984.1           -            946 3994at5820           -            641      0.52    6.7   3.2   1   1    0.0015      0.83    6.0   3.2   603   636   409   442   405   445 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67504.1           -            939 3994at5820           -            641       1.3    5.3  13.5   1   1     0.005       2.8    4.3  13.5   605   634   441   470   428   493 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3994at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3994at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3994at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:42:35 2026
# [ok]
