#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   1  12   2.8e-25   1.7e-21   74.1   0.6    30   107   677   756   666   760 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   2  12  4.5e-133  2.8e-129  431.2  25.0   106   371   781  1072   776  1081 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   3  12   1.2e-35   7.2e-32  108.4   0.1   366   442  1112  1189  1104  1206 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   4  12   3.8e-75   2.3e-71  239.3   8.9   453   605  1275  1445  1270  1477 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   5  12   2.6e-74   1.6e-70  236.5  16.1   605   741  1477  1613  1460  1626 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   6  12   2.9e-30   1.8e-26   90.6   1.2   740   818  1661  1739  1656  1750 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   7  12   1.3e-07   0.00078   15.5   0.0   819   850  1774  1805  1770  1835 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   8  12   2.9e-27   1.7e-23   80.6   0.3   860   920  1891  1955  1885  1963 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4   9  12   9.6e-68   5.8e-64  214.8   8.3   921  1062  1999  2140  1996  2158 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4  10  12   1.2e-06    0.0073   12.3   0.7  1056  1083  2212  2239  2208  2241 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4  11  12   3.5e-50   2.1e-46  156.6   2.3  1066  1226  2276  2466  2266  2481 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66892.1           -           2667 590at5820            -           1357         0 1767.8 145.4  12  12   2.2e-50   1.4e-46  157.2  11.4  1224  1357  2508  2666  2502  2666 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/590at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/590at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/590at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:41 2026
# [ok]
