#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   1  26  7.5e-173  1.1e-169  564.6  41.2     1   272     1   274     1   278 0.99 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   2  26   2.1e-38   3.1e-35  118.3   3.1   266   336   503   573   495   581 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   3  26    1e-141  1.6e-138  461.2  30.5   329   589   651   918   645   924 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   4  26    1e-249  1.6e-246  819.7  31.9   585   978   960  1361   951  1373 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   5  26   8.1e-72   1.2e-68  229.2  10.7   977  1108  1395  1526  1383  1533 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   6  26   3.9e-60   5.9e-57  190.4   4.9  1104  1208  1557  1667  1553  1673 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   7  26   1.8e-73   2.7e-70  234.7  38.4  1213  1399  1886  2141  1883  2152 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   8  26   6.4e-23   9.7e-20   66.9   3.3  1395  1442  2177  2224  2172  2227 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7   9  26     6e-86     9e-83  276.1  18.0  1439  1586  2344  2491  2320  2508 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  10  26  6.7e-193    1e-189  631.1  35.3  1583  1933  2531  2930  2528  2951 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  11  26   2.4e-09   3.6e-06   21.9   4.3  1923  1952  2988  3017  2973  3022 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  12  26   2.4e-54   3.6e-51  171.2  11.4  1948  2051  3072  3179  3032  3195 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  13  26   3.3e-32     5e-29   97.7  23.7  2053  2125  3250  3322  3237  3366 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  14  26   2.5e-60   3.8e-57  191.1  29.1  2070  2236  3328  3503  3323  3507 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  15  26   5.8e-54   8.8e-51  169.9   7.1  2233  2331  3540  3638  3536  3644 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  16  26   1.1e-56   1.6e-53  179.0   8.7  2331  2429  3709  3807  3701  3825 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  17  26   2.6e-34     4e-31  104.7   1.8  2427  2500  3870  3944  3866  3949 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  18  26  1.2e-121  1.8e-118  394.6  15.9  2496  2681  3999  4184  3984  4190 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69504.1           -           6648 43at5820             -           4310         0 7751.3 609.7  19  26   5.5e-60   8.3e-57  189.9   1.2  2676  2790  4210  4332  4192  4337 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
