#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   1  12  1.1e-149  1.1e-146  488.3  41.1     1   304    43   387    43   392 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   2  12   2.4e-90   2.4e-87  291.3  11.5   301   466   456   625   451   630 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   3  12  1.2e-203  1.3e-200  667.4  43.6   465   922   676  1207   664  1213 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   4  12  2.4e-120  2.4e-117  390.9  25.5   921  1157  1311  1566  1307  1572 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   5  12  3.5e-155  3.5e-152  506.6  23.8  1157  1399  1618  1861  1615  1873 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   6  12         0         0 1060.6  19.7  1400  1858  1933  2394  1929  2412 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   7  12  5.5e-174  5.6e-171  568.9   6.5  1857  2125  2462  2732  2456  2736 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   8  12   5.2e-51   5.3e-48  160.8   9.5  2122  2218  2792  2891  2788  2902 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8   9  12  1.2e-179  1.2e-176  587.8  29.3  2214  2513  2937  3246  2932  3253 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8  10  12         0         0 1751.3  56.6  2510  3313  3305  4118  3295  4120 0.99 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8  11  12  3.1e-110  3.2e-107  357.3  10.0  3313  3485  4249  4421  4226  4426 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO66170.1           -           5274 41at5820             -           4262         0 8502.0 402.8  12  12         0         0 1739.7  37.7  3484  4262  4488  5274  4483  5274 0.99 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   1  11   5.3e-22   5.4e-19   64.5  55.0   984  1420  1069  1534  1048  1542 0.69 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   2  11   1.7e-16   1.7e-13   46.2   9.0  1412  1569  1607  1764  1593  1768 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   3  11   1.2e-97   1.2e-94  315.6   9.0  1574  1853  1812  2090  1795  2098 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   4  11   1.4e-44   1.4e-41  139.4   8.3  1861  2071  2143  2353  2131  2451 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   5  11   1.4e-65   1.5e-62  209.1  40.6  2228  2767  2476  3030  2464  3036 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   6  11   8.9e-40     9e-37  123.5  34.4  2766  3164  3100  3513  3096  3531 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   7  11     7e-43   7.1e-40  133.8  25.1  3177  3482  3609  3904  3597  3909 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   8  11   1.1e-17   1.1e-14   50.2   9.7  3484  3689  4316  4524  4310  4530 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3   9  11   4.7e-38   4.8e-35  117.8   4.8  3701  3902  4576  4776  4570  4784 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3  10  11    0.0011       1.1    3.7   0.2  3922  3978  4890  4946  4867  4955 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO67328.1           -           5330 41at5820             -           4262         0 1245.6 280.3  11  11   3.7e-33   3.7e-30  101.5   7.0  3987  4257  5024  5327  5018  5330 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   1  11         6   6.1e+03  -11.2  15.6   514   623   326   437   237   447 0.66 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   2  11         6   6.1e+03  -15.3  20.5   587   769   602   799   563   829 0.61 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   3  11         6   6.1e+03  -36.0  46.6   449   738  1014  1306   973  1323 0.43 dynein heavy chain, putative [Plasmodium vivax]
SCO66373.1           -           5856 41at5820             -           4262         0 1167.7 229.9   4  11         6   6.1e+03  -11.1   9.0   977  1051  1359  1436  1354  1456 0.78 dynein heavy chain, putative [Plasmodium vivax]
