#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   1   7  9.8e-145    2e-141  471.6  61.8    13   536   120   873   117   875 0.77 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   2   7   7.1e-26   1.4e-22   77.4   2.1   536   631   925  1042   915  1047 0.77 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   3   7    5e-300    1e-296  986.7  81.6   631  1231  1108  1756  1104  1808 0.91 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   4   7   2.7e-46   5.4e-43  145.1   3.5  1222  1325  1810  1923  1798  1928 0.91 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   5   7         0         0 1450.2  64.2  1323  2027  2040  2754  2034  2770 0.98 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   6   7   6.7e-56   1.4e-52  177.0  17.8  2030  2148  2895  3015  2856  3039 0.89 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO66434.1           -           3247 150at5820            -           2276         0 3451.2 297.4   7   7   3.9e-51     8e-48  161.2  19.3  2148  2276  3066  3205  3032  3205 0.88 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO65374.1           -           2536 150at5820            -           2276  7.7e-257  854.4 182.8   1   4       1.1   2.3e+03   -6.2   4.4   243   316   249   334   242   362 0.63 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 150at5820            -           2276  7.7e-257  854.4 182.8   2   4         3   6.1e+03  -15.0  16.2   474   696   540   772   530   779 0.65 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 150at5820            -           2276  7.7e-257  854.4 182.8   3   4   1.8e-99   3.7e-96  321.5  90.6   634  1296   792  1502   784  1513 0.85 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO65374.1           -           2536 150at5820            -           2276  7.7e-257  854.4 182.8   4   4  3.5e-168  7.2e-165  549.4  84.2  1353  2236  1517  2414  1505  2460 0.86 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   1   7   3.3e-33   6.7e-30  101.7  69.9   567  1171   579  1200   566  1207 0.75 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   2   7     6e-17   1.2e-13   47.8  17.2  1156  1279  1574  1695  1544  1706 0.82 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   3   7   0.00025      0.51    5.9   0.6  1061  1119  1835  1896  1828  1902 0.57 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   4   7   7.9e-15   1.6e-11   40.7   7.4  1390  1489  1921  2025  1916  2032 0.87 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   5   7   1.4e-13   2.9e-10   36.6  22.9  1504  1689  2141  2332  2129  2354 0.91 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   6   7   2.7e-09   5.5e-06   22.4  36.2  1718  1948  2491  2726  2471  2750 0.83 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO69183.1           -           3294 150at5820            -           2276     1e-63  213.9 219.2   7   7         3   6.1e+03  -14.7  18.6  2127  2259  3093  3226  2998  3244 0.71 cysteine repeat modular protein 3, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/150at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/150at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/150at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:50 2026
# [ok]
