#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65843.1           -            324 8053at5820           -            274  6.1e-157  519.5   9.9   1   1  1.4e-158  2.1e-156  517.7   9.9     1   274    21   324    21   324 0.94 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO67557.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   1   4   1.1e-07   1.7e-05   22.8   0.1     7   255   115   216   107   228 0.48 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   2   4   1.7e-07   2.6e-05   22.2   0.5    29   110   341   425   322   443 0.86 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   3   4   2.4e-12   3.8e-10   38.1   0.2    12    86   493   567   487   578 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   4   4   0.00028     0.043   11.6   0.0    10    38   627   655   617   659 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   1   7   1.6e-05    0.0024   15.7   0.4   175   252    36   116    23   117 0.88 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   2   7   1.4e-11   2.2e-09   35.6   5.9    50   131   102   199    97   221 0.77 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   3   7       1.3   2.1e+02   -0.4   0.0   127   169   250   293   218   302 0.80 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   4   7      0.24        37    2.0   0.1    94   128   627   661   613   674 0.71 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   5   7   0.00011     0.017   13.0   0.4    38   126   654   741   626   745 0.73 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   6   7   8.3e-10   1.3e-07   29.8   2.2    16   135   838   957   831   983 0.84 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 8053at5820           -            274   1.8e-21   75.2  32.3   7   7       4.2   6.5e+02   -2.1   0.0    76   111  1025  1060  1007  1063 0.80 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO65804.1           -            322 8053at5820           -            274     3e-18   64.6   3.9   1   3   1.7e-12   2.6e-10   38.6   0.2    11   125    17   141     9   143 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 8053at5820           -            274     3e-18   64.6   3.9   2   3   2.5e-11   3.9e-09   34.7   0.5    13   127   112   230   112   236 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 8053at5820           -            274     3e-18   64.6   3.9   3   3    0.0042      0.66    7.8   0.0   214   235   299   320   291   322 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO66379.1           -           1013 8053at5820           -            274   5.5e-18   63.8  26.6   1   2   8.8e-16   1.4e-13   49.3  11.0     9   269    10   258     4   262 0.89 coatomer subunit beta, putative [Plasmodium vivax]
SCO66379.1           -           1013 8053at5820           -            274   5.5e-18   63.8  26.6   2   2   9.9e-10   1.5e-07   29.5   7.6    15   125   143   262   138   392 0.58 coatomer subunit beta, putative [Plasmodium vivax]
SCO67713.1           -           1240 8053at5820           -            274   1.9e-17   62.0  12.2   1   4   1.3e-11     2e-09   35.7   1.0     9    95   909   996   906   999 0.90 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 8053at5820           -            274   1.9e-17   62.0  12.2   2   4   2.9e-08   4.6e-06   24.7   0.9    10   139   995  1131   986  1144 0.77 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 8053at5820           -            274   1.9e-17   62.0  12.2   3   4    0.0049      0.77    7.5   0.2   214   271  1143  1203  1132  1206 0.77 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 8053at5820           -            274   1.9e-17   62.0  12.2   4   4      0.11        17    3.1   0.0    23    50  1186  1213  1169  1220 0.67 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67789.1           -            646 8053at5820           -            274   8.7e-14   50.0  12.8   1   3   0.00013     0.021   12.7   0.7    11    98   362   449   356   452 0.71 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8053at5820           -            274   8.7e-14   50.0  12.8   2   3   1.6e-13   2.5e-11   41.9   1.7    14   129   449   565   443   581 0.90 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8053at5820           -            274   8.7e-14   50.0  12.8   3   3      0.42        66    1.2   0.2    67   117   585   635   576   643 0.64 WD repeat-containing protein, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   1   6   3.5e-06   0.00054   17.9   0.1    11    84   160   235   153   273 0.80 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   2   6       4.8   7.4e+02   -2.3   0.0   212   258   307   354   299   369 0.69 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   3   6   1.9e-06    0.0003   18.7   0.1   212   269   418   475   414   480 0.92 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   4   6   0.00018     0.028   12.3   0.0   200   272   522   598   517   600 0.79 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   5   6       3.4   5.3e+02   -1.8   0.0   168   185   630   647   605   655 0.67 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO65033.1           -           1073 8053at5820           -            274   5.7e-13   47.3   9.8   6   6         1   1.6e+02   -0.1   0.1   213   237   726   750   681   866 0.71 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO67096.1           -            595 8053at5820           -            274   9.1e-13   46.6  11.4   1   4       5.3   8.2e+02   -2.4   0.1    86   114   112   140    66   155 0.77 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 8053at5820           -            274   9.1e-13   46.6  11.4   2   4   3.9e-12   6.1e-10   37.4   1.2     9   129   276   397   270   416 0.89 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 8053at5820           -            274   9.1e-13   46.6  11.4   3   4   0.00014     0.022   12.6   0.0   218   267   422   471   415   478 0.91 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 8053at5820           -            274   9.1e-13   46.6  11.4   4   4      0.94   1.5e+02    0.1   0.1   204   244   494   541   486   572 0.59 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO69957.1           -            612 8053at5820           -            274     3e-12   45.0  16.3   1   3       2.6     4e+02   -1.4   0.1    56    82   134   161    86   181 0.50 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 8053at5820           -            274     3e-12   45.0  16.3   2   3   9.2e-10   1.4e-07   29.6   3.1    39   265   305   514   296   522 0.71 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO69957.1           -            612 8053at5820           -            274     3e-12   45.0  16.3   3   3   3.1e-05    0.0048   14.8   3.0    51   125   533   612   499   612 0.70 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO68494.1           -            644 8053at5820           -            274   4.8e-12   44.3  15.8   1   4     0.057       8.9    4.1   1.4   110   190   256   338   253   343 0.64 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 8053at5820           -            274   4.8e-12   44.3  15.8   2   4   0.00019     0.029   12.2   0.1   240   270   426   456   419   460 0.85 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 8053at5820           -            274   4.8e-12   44.3  15.8   3   4   3.8e-07     6e-05   21.0   0.2    54   129   470   549   460   564 0.76 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 8053at5820           -            274   4.8e-12   44.3  15.8   4   4   0.00039     0.061   11.1   0.8    24    80   570   625   553   638 0.76 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO67037.1           -            498 8053at5820           -            274   8.3e-12   43.5  10.9   1   4    0.0041      0.64    7.8   0.2   203   269   210   279   191   286 0.79 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 8053at5820           -            274   8.3e-12   43.5  10.9   2   4     0.015       2.3    6.0   0.0   240   272   296   328   288   330 0.85 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 8053at5820           -            274   8.3e-12   43.5  10.9   3   4     1e-08   1.6e-06   26.1   0.4   217   272   357   412   346   414 0.90 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 8053at5820           -            274   8.3e-12   43.5  10.9   4   4    0.0032       0.5    8.2   0.1    19    81   431   494   423   498 0.78 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO68325.1           -           1399 8053at5820           -            274   2.3e-10   38.8   8.5   1   4   0.00072      0.11   10.3   0.1    83   269    36   117    22   129 0.54 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8053at5820           -            274   2.3e-10   38.8   8.5   2   4   0.00075      0.12   10.2   0.0   150   232   130   210   126   223 0.80 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8053at5820           -            274   2.3e-10   38.8   8.5   3   4    0.0084       1.3    6.8   0.0   233   269   237   273   226   277 0.87 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8053at5820           -            274   2.3e-10   38.8   8.5   4   4   8.5e-06    0.0013   16.6   0.5     9   119   244   357   239   371 0.70 coatomer alpha subunit, putative [Plasmodium vivax]
SCO66204.1           -            654 8053at5820           -            274     7e-10   37.2   0.1   1   2   4.5e-09     7e-07   27.3   0.3    58   231   343   498   337   504 0.80 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 8053at5820           -            274     7e-10   37.2   0.1   2   2      0.13        21    2.9   0.0    64   126   518   584   503   587 0.67 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66848.1           -           1140 8053at5820           -            274   8.7e-10   36.9  26.2   1   5         1   1.6e+02   -0.1   0.1   229   271   222   262   204   295 0.60 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 8053at5820           -            274   8.7e-10   36.9  26.2   2   5      0.54        83    0.9   0.2    90   128   441   483   401   492 0.73 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 8053at5820           -            274   8.7e-10   36.9  26.2   3   5   4.9e-07   7.6e-05   20.7   2.4    40   146   549   660   532   671 0.80 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 8053at5820           -            274   8.7e-10   36.9  26.2   4   5   2.9e-07   4.6e-05   21.4   2.9     9   125   673   788   671   791 0.91 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO66848.1           -           1140 8053at5820           -            274   8.7e-10   36.9  26.2   5   5      0.22        34    2.1   0.2    45    90   790   834   782   853 0.75 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO69273.1           -            509 8053at5820           -            274   5.1e-09   34.3  17.8   1   3     3e-05    0.0047   14.8   2.7    77   186   115   223    81   237 0.76 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 8053at5820           -            274   5.1e-09   34.3  17.8   2   3   2.2e-07   3.5e-05   21.8   3.9    58   130   320   394   305   442 0.86 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 8053at5820           -            274   5.1e-09   34.3  17.8   3   3      0.32        50    1.6   0.1   153   183   459   490   445   499 0.66 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO67151.1           -            616 8053at5820           -            274   8.2e-09   33.7   2.3   1   5   7.9e-06    0.0012   16.7   0.0    85   126    29    70    15    97 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 8053at5820           -            274   8.2e-09   33.7   2.3   2   5       1.4   2.2e+02   -0.5   0.1    59   126   120   190   109   194 0.64 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 8053at5820           -            274   8.2e-09   33.7   2.3   3   5      0.52        81    0.9   0.4    51   130   156   236   134   265 0.64 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 8053at5820           -            274   8.2e-09   33.7   2.3   4   5    0.0047      0.73    7.6   0.0    18   125   248   319   233   328 0.49 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67151.1           -            616 8053at5820           -            274   8.2e-09   33.7   2.3   5   5      0.04       6.3    4.5   0.0    93   129   576   611   561   614 0.75 WD repeat-containing protein, putative [Plasmodium vivax]
SCO68631.1           -            533 8053at5820           -            274   1.2e-08   33.1   6.8   1   4   0.00076      0.12   10.2   0.1   163   186   271   294   245   321 0.88 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 8053at5820           -            274   1.2e-08   33.1   6.8   2   4      0.84   1.3e+02    0.2   0.0   240   264   334   359   308   369 0.59 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 8053at5820           -            274   1.2e-08   33.1   6.8   3   4    0.0033      0.51    8.1   0.1    80   128   364   418   351   427 0.74 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 8053at5820           -            274   1.2e-08   33.1   6.8   4   4   2.3e-07   3.5e-05   21.8   1.5    69   184   400   526   369   532 0.73 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO65022.1           -            365 8053at5820           -            274   1.9e-08   32.5  15.7   1   3   1.7e-10   2.6e-08   32.0   6.9    11   128    14   131     7   168 0.84 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO65022.1           -            365 8053at5820           -            274   1.9e-08   32.5  15.7   2   3      0.32        50    1.6   0.2   214   244   157   188   144   206 0.71 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO65022.1           -            365 8053at5820           -            274   1.9e-08   32.5  15.7   3   3     0.099        15    3.3   1.5    12    94   184   268   171   288 0.61 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO65322.1           -            499 8053at5820           -            274   2.1e-08   32.3  11.0   1   4   4.6e-06   0.00072   17.5   0.4    51   126    60   138    50   142 0.77 protein SOF1, putative [Plasmodium vivax]
SCO65322.1           -            499 8053at5820           -            274   2.1e-08   32.3  11.0   2   4         2   3.2e+02   -1.0   0.1   222   272   228   279   223   281 0.70 protein SOF1, putative [Plasmodium vivax]
