#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   1   6     0.023        11    2.0   0.1     1    16     1    16     1    23 0.86 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   2   6         0         0 1406.6  29.4     9   632   231   860   224   872 0.97 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   3   6   1.3e-55   6.1e-53  178.2  17.0   630   753   903  1039   899  1041 0.89 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   4   6   1.6e-11   7.4e-09   32.3   3.5   749   785  1088  1124  1075  1143 0.84 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   5   6   1.4e-70   6.3e-68  227.8   4.7   784   913  1159  1291  1140  1295 0.95 chromatin remodeling protein, putative [Plasmodium vivax]
SCO67148.1           -           1396 1490at5820           -            978         0 1949.5  90.3   6   6   1.5e-40   6.8e-38  128.4   0.9   910   978  1311  1379  1304  1379 0.97 chromatin remodeling protein, putative [Plasmodium vivax]
SCO65594.1           -           1570 1490at5820           -            978  9.7e-130  432.5  11.3   1   2  3.7e-103  1.7e-100  335.6   8.1    57   454   662  1077   649  1081 0.88 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO65594.1           -           1570 1490at5820           -            978  9.7e-130  432.5  11.3   2   2     5e-31   2.4e-28   96.9   0.0   437   560  1090  1218  1088  1231 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO66179.1           -           3266 1490at5820           -            978  3.2e-116  387.7  13.3   1   1  1.9e-118    9e-116  386.2  13.3    81   582  1380  1907  1375  1959 0.85 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO65871.1           -           1741 1490at5820           -            978  1.8e-109  365.4  21.7   1   2   9.5e-71   4.4e-68  228.4  14.1    59   373   471   787   460   797 0.89 helicase SRCAP, putative [Plasmodium vivax]
SCO65871.1           -           1741 1490at5820           -            978  1.8e-109  365.4  21.7   2   2   1.4e-47   6.5e-45  151.7   0.8   388   548  1343  1503  1322  1506 0.95 helicase SRCAP, putative [Plasmodium vivax]
SCO68151.1           -           2940 1490at5820           -            978   7.3e-82  274.0   0.6   1   6   3.7e-44   1.7e-41  140.3   0.0    78   281   342   548   335   559 0.89 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1490at5820           -            978   7.3e-82  274.0   0.6   2   6    0.0017      0.79    5.8   0.8   275   407   594   749   588   758 0.63 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1490at5820           -            978   7.3e-82  274.0   0.6   3   6   9.2e-45   4.3e-42  142.3   0.5   407   542  1218  1353  1210  1386 0.93 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1490at5820           -            978   7.3e-82  274.0   0.6   4   6       3.6   1.7e+03   -5.3   1.5   624   660  1761  1795  1755  1799 0.80 SNF2 helicase, putative [Plasmodium vivax]
SCO68151.1           -           2940 1490at5820           -            978   7.3e-82  274.0   0.6   5   6       5.3   2.5e+03   -5.8   3.9   636   724  2318  2407  2310  2435 0.55 SNF2 helicase, putative [Plasmodium vivax]
