#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   1  12   1.4e-11   8.5e-08   28.7   0.1     1    41     7    47     7    53 0.96 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   2  12   5.5e-30   3.4e-26   89.7   1.8    40   106   185   251   182   258 0.96 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   3  12   5.4e-20   3.3e-16   56.6   0.1   102   154   285   337   272   344 0.88 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   4  12   1.1e-59   6.9e-56  188.1   3.8   148   262   391   508   384   509 0.94 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   5  12   1.8e-94   1.1e-90  303.4  18.5   266   462   648   867   642   872 0.92 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   6  12   5.5e-71   3.3e-67  225.6   7.1   457   624   944  1122   934  1124 0.91 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   7  12   1.3e-21   8.1e-18   61.9   3.7   624   674  1180  1232  1173  1236 0.93 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   8  12   5.7e-24   3.5e-20   69.7   2.5   674   740  1372  1445  1368  1450 0.85 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6   9  12   3.1e-16   1.9e-12   44.1   0.1   739   780  1479  1520  1475  1523 0.92 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6  10  12  6.7e-104    4e-100  334.7  10.6   778   959  1544  1725  1539  1736 0.96 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6  11  12  2.2e-109  1.3e-105  352.9   7.4   954  1145  1772  1965  1763  1972 0.96 THO complex subunit 2, putative [Plasmodium vivax]
SCO70245.1           -           2552 499at5820            -           1547         0 2445.4 174.6  12  12  4.8e-227  2.9e-223  742.8  42.8  1144  1547  2014  2443  2009  2443 0.94 THO complex subunit 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/499at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/499at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/499at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:06 2026
# [ok]
