#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   1  11   4.6e-42   2.8e-38  129.8  30.9     2    93    42   134    41   156 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   2  11         0         0 1073.8 119.3    74   682   254   887   243   914 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   3  11     5e-05       0.3    7.0   5.7   700   769  1101  1193  1079  1199 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   4  11   9.9e-24     6e-20   69.0   9.8   756   839  1226  1321  1189  1332 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   5  11   1.4e-66   8.5e-63  211.1  23.0   835  1011  1368  1561  1342  1578 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   6  11   1.8e-15   1.1e-11   41.6  21.3   994  1071  1868  1950  1808  1965 0.61 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   7  11   5.3e-06     0.033   10.2   2.1  1031  1087  2019  2075  2010  2088 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   8  11   3.3e-14     2e-10   37.4   8.4  1063  1130  2083  2150  2075  2166 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4   9  11   2.2e-18   1.3e-14   51.3  10.2  1114  1209  2191  2296  2162  2308 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4  10  11   7.5e-06     0.045    9.8  30.9  1184  1290  2325  2436  2311  2509 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68803.1           -           2944 381at5820            -           1663         0 2282.2 408.4  11  11  2.3e-212  1.4e-208  694.3  73.8  1242  1663  2505  2937  2493  2937 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/381at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/381at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:47 2026
# [ok]
