#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   1  15  8.1e-123    5e-119  397.0  35.0     5   283    21   349    19   353 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   2  15   0.00012       0.7    5.2   0.2   281   303   398   420   394   426 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   3  15  7.5e-211  4.6e-207  689.0  35.2   293   685   475   872   456   880 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   4  15   3.5e-76   2.1e-72  242.4  14.6   679   819   993  1133   985  1137 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   5  15    2e-114  1.2e-110  369.2  30.0   819  1064  1196  1490  1191  1494 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   6  15     1e-07   0.00061   15.3   0.1  1062  1089  1523  1550  1505  1566 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   7  15  1.2e-128  7.2e-125  416.4  16.5  1088  1336  1616  1869  1609  1890 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   8  15   7.2e-32   4.4e-28   95.4   9.0  1311  1453  2097  2278  2083  2286 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0   9  15  6.2e-130  3.8e-126  420.7  31.0  1443  1689  2393  2655  2381  2657 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  10  15   3.8e-51   2.3e-47  159.3  10.3  1695  1789  2716  2811  2713  2819 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  11  15   1.9e-34   1.1e-30  104.0   2.6  1787  1865  2844  2923  2838  2946 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  12  15   1.8e-06     0.011   11.1   0.1  1869  1896  2985  3012  2976  3018 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  13  15   9.2e-27   5.6e-23   78.5   0.0  1890  1961  3071  3142  3064  3147 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  14  15  6.6e-105    4e-101  337.6  10.9  1956  2163  3241  3450  3228  3464 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67960.1           -           3858 258at5820            -           2240         0 3458.6 298.0  15  15   4.5e-54   2.7e-50  169.1   6.3  2137  2240  3755  3858  3704  3858 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:41:05 2026
# [ok]
