#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   1  12  8.9e-154  5.4e-150  499.6   6.0     2   263    31   292    30   313 0.96 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   2  12  4.1e-129  2.5e-125  417.9   1.3   249   509   347   620   340   628 0.95 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   3  12   9.1e-80   5.5e-76  254.3   8.8   506   666   641   800   637   814 0.95 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   4  12   1.1e-43   6.4e-40  134.7   0.0   676   788   880  1005   870  1011 0.85 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   5  12     8e-71   4.9e-67  224.6   0.8   788  1000  1045  1289  1042  1296 0.84 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   6  12   4.8e-55   2.9e-51  172.3   5.2  1007  1150  1323  1480  1313  1494 0.88 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   7  12   9.8e-14     6e-10   35.4   0.0  1152  1188  1531  1567  1522  1571 0.90 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   8  12   3.3e-46     2e-42  143.0   0.1  1186  1278  1602  1696  1599  1711 0.92 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8   9  12     2e-14   1.2e-10   37.7   0.0  1283  1333  1793  1843  1786  1849 0.86 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8  10  12   2.4e-18   1.5e-14   50.7   0.0  1341  1410  1929  2003  1894  2010 0.77 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8  11  12   1.2e-62   7.6e-59  197.5   5.9  1417  1569  2083  2269  2069  2274 0.82 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
SCO64947.1           -           2438 2879at5820           -           1693         0 2342.4  69.8  12  12   9.1e-61   5.5e-57  191.3   0.4  1576  1691  2317  2436  2308  2438 0.93 cloroquine resistance associated protein Cg2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2879at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2879at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2879at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:25 2026
# [ok]
