#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68225.1           -            452 7409at5820           -            308  5.7e-162  536.8  27.8   1   2  1.7e-116  8.1e-114  378.7  12.5     1   212     1   235     1   246 0.90 ras GTPAse, putative [Plasmodium vivax]
SCO68225.1           -            452 7409at5820           -            308  5.7e-162  536.8  27.8   2   2   1.2e-49   5.4e-47  159.2   7.3   211   308   336   445   327   445 0.92 ras GTPAse, putative [Plasmodium vivax]
SCO69693.1           -            205 7409at5820           -            308   9.2e-09   33.6   0.9   1   2   4.2e-05      0.02   12.8   0.0     3    42    32    72    30    82 0.82 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO69693.1           -            205 7409at5820           -            308   9.2e-09   33.6   0.9   2   2   3.3e-07   0.00016   19.7   0.4   136   192    82   138    69   159 0.84 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO69792.1           -            216 7409at5820           -            308   8.8e-08   30.4   4.2   1   2    0.0046       2.2    6.1   0.1     4    23    12    31    10    40 0.83 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO69792.1           -            216 7409at5820           -            308   8.8e-08   30.4   4.2   2   2   7.5e-09   3.5e-06   25.1   0.2   126   192    51   117    42   142 0.87 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO67760.1           -            207 7409at5820           -            308   1.6e-07   29.5   1.3   1   2   0.00079      0.37    8.7   0.1     4    31    13    41    11    52 0.81 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67760.1           -            207 7409at5820           -            308   1.6e-07   29.5   1.3   2   2   2.9e-07   0.00014   19.9   0.1   138   190    63   115    49   161 0.83 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO67772.1           -            200 7409at5820           -            308   2.2e-07   29.1   3.6   1   2   0.00024      0.11   10.4   0.1     4    32     9    38     6    58 0.75 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO67772.1           -            200 7409at5820           -            308   2.2e-07   29.1   3.6   2   2   3.3e-07   0.00015   19.8   0.7   137   189    58   110    44   154 0.84 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO66352.1           -            206 7409at5820           -            308   2.3e-07   29.1   0.1   1   2   8.2e-05     0.038   11.9   0.1     4    35     9    41     6    57 0.79 ras-related protein RAB7, putative [Plasmodium vivax]
SCO66352.1           -            206 7409at5820           -            308   2.3e-07   29.1   0.1   2   2   7.7e-06    0.0036   15.2   0.0   135   191    56   112    44   119 0.86 ras-related protein RAB7, putative [Plasmodium vivax]
SCO70067.1           -            213 7409at5820           -            308   2.5e-07   28.9   0.7   1   3    0.0041       1.9    6.3   0.1     4    27     8    32     6    54 0.79 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO70067.1           -            213 7409at5820           -            308   2.5e-07   28.9   0.7   2   3   4.6e-07   0.00021   19.3   0.0   134   195    54   115    45   125 0.88 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO70067.1           -            213 7409at5820           -            308   2.5e-07   28.9   0.7   3   3      0.45   2.1e+02   -0.4   0.0    45    87   132   174   127   187 0.69 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO64983.1           -            201 7409at5820           -            308   1.3e-06   26.5   3.5   1   2   0.00099      0.46    8.3   0.2     4    45    11    57     9    61 0.71 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO64983.1           -            201 7409at5820           -            308   1.3e-06   26.5   3.5   2   2   4.6e-07   0.00022   19.3   1.0   134   193    57   116    47   146 0.78 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO68523.1           -            229 7409at5820           -            308   1.4e-06   26.4   0.1   1   3       0.4   1.9e+02   -0.2   0.0     4    20    10    26     8    34 0.86 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO68523.1           -            229 7409at5820           -            308   1.4e-06   26.4   0.1   2   3   5.7e-08   2.7e-05   22.2   0.0   126   191    49   114    39   124 0.91 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO68523.1           -            229 7409at5820           -            308   1.4e-06   26.4   0.1   3   3      0.25   1.2e+02    0.5   0.0   220   277   115   176   112   188 0.70 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO67276.1           -            214 7409at5820           -            308   0.00042   18.3   1.6   1   3    0.0095       4.4    5.1   0.1     4    29    10    36     7    42 0.78 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO67276.1           -            214 7409at5820           -            308   0.00042   18.3   1.6   2   3   0.00025      0.12   10.3   0.0   141   186    63   108    44   120 0.85 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO67276.1           -            214 7409at5820           -            308   0.00042   18.3   1.6   3   3      0.15        70    1.2   0.0   220   250   113   143   106   169 0.77 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO67546.1           -            207 7409at5820           -            308    0.0029   15.6   2.1   1   3     0.011       5.1    4.9   0.1     2    44    10    57     9    62 0.77 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO67546.1           -            207 7409at5820           -            308    0.0029   15.6   2.1   2   3   0.00062      0.29    9.0   0.0   161   188    85   112    62   118 0.82 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO67546.1           -            207 7409at5820           -            308    0.0029   15.6   2.1   3   3      0.33   1.5e+02    0.1   0.1   221   293   117   188   110   193 0.65 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO69030.1           -            185 7409at5820           -            308    0.0043   15.0   1.4   1   2      0.16        73    1.1   0.0     2    32    15    46    14    59 0.81 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO69030.1           -            185 7409at5820           -            308    0.0043   15.0   1.4   2   2   5.4e-05     0.025   12.5   0.3   135   171    59    95    52   105 0.91 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO65132.1           -            194 7409at5820           -            308    0.0047   14.9   0.1   1   1   2.1e-05    0.0099   13.8   0.1   138   187    58   107    27   142 0.87 ras-related protein Rab-5C, putative [Plasmodium vivax]
#
# Program:         hmmsearch
