#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   1  10   3.1e-79   2.7e-76  255.7   6.3     6   176    24   203    14   210 0.90 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   2  10   1.9e-07   0.00016   18.0   0.2   176   207   397   428   392   443 0.82 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   3  10   1.6e-32   1.4e-29  101.1   3.0   197   272   464   542   457   548 0.90 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   4  10     1e-49   8.7e-47  158.0  10.6   266   386   579   721   575   724 0.89 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   5  10   1.7e-63   1.5e-60  203.6  12.6   384   504   922  1047   918  1051 0.93 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   6  10   2.3e-48     2e-45  153.5   0.1   502   607  1125  1238  1114  1241 0.93 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   7  10   5.4e-24   4.7e-21   72.8   0.0   607   656  1461  1510  1457  1516 0.94 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   8  10   3.4e-13     3e-10   37.0   0.0   657   721  1545  1613  1541  1621 0.87 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5   9  10   1.8e-30   1.6e-27   94.2   0.1   705   782  1704  1786  1698  1789 0.90 protein kinase, putative [Plasmodium vivax]
SCO69321.1           -           2234 575at5820            -           1131         0 1641.3  89.5  10  10  4.4e-176  3.8e-173  576.5  11.1   783  1131  1866  2234  1856  2234 0.94 protein kinase, putative [Plasmodium vivax]
SCO69005.1           -           1524 575at5820            -           1131   4.7e-12   43.0  33.2   1   4     5e-14   4.4e-11   39.8  14.3   338   482   513   672   473   675 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
