#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68189.1           -            545 6412at5820           -            480    9e-233  771.7  32.4   1   1  6.8e-235  2.6e-232  770.2  32.4    11   479    17   524     1   525 0.86 cleavage stimulation factor subunit 1, putative [Plasmodium vivax]
SCO68325.1           -           1399 6412at5820           -            480   2.2e-13   48.2  12.4   1   5      0.13        51    0.9   0.0   216   246     8    38     3    51 0.86 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6412at5820           -            480   2.2e-13   48.2  12.4   2   5   1.6e-05    0.0062   13.8   0.0   182   244    62   120    36   128 0.84 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6412at5820           -            480   2.2e-13   48.2  12.4   3   5   4.9e-05     0.019   12.2   0.1   212   255   130   172   122   242 0.73 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6412at5820           -            480   2.2e-13   48.2  12.4   4   5   3.9e-09   1.5e-06   25.7   0.3   169   248   247   325   214   339 0.84 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 6412at5820           -            480   2.2e-13   48.2  12.4   5   5       4.2   1.6e+03   -4.1   1.0   131   170   617   658   608   705 0.59 coatomer alpha subunit, putative [Plasmodium vivax]
SCO67037.1           -            498 6412at5820           -            480   3.6e-13   47.5   8.5   1   3     0.048        18    2.3   3.1   123   243   135   281    75   281 0.57 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6412at5820           -            480   3.6e-13   47.5   8.5   2   3   2.7e-14     1e-11   42.7   3.1   170   345   254   419   238   423 0.81 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6412at5820           -            480   3.6e-13   47.5   8.5   3   3   3.3e-06    0.0012   16.1   0.2   278   382   398   497   395   498 0.83 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67789.1           -            646 6412at5820           -            480   1.3e-11   42.4   2.1   1   4       9.2   3.5e+03   -5.2  11.9    90   165    44   118    14   120 0.63 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 6412at5820           -            480   1.3e-11   42.4   2.1   2   4   3.3e-08   1.2e-05   22.7   1.3   322   396   376   448   347   457 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
