#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69084.1           -            760 5491at5820           -            403  2.6e-197  654.1  64.4   1   4   1.5e-96   1.9e-93  312.1  25.2     1   184     1   191     1   218 0.89 bromodomain protein, putative [Plasmodium vivax]
SCO69084.1           -            760 5491at5820           -            403  2.6e-197  654.1  64.4   2   4   7.4e-27     9e-24   82.6   1.4   168   243   236   315   227   327 0.84 bromodomain protein, putative [Plasmodium vivax]
SCO69084.1           -            760 5491at5820           -            403  2.6e-197  654.1  64.4   3   4   6.7e-78   8.2e-75  250.7  12.4   234   381   465   612   436   622 0.95 bromodomain protein, putative [Plasmodium vivax]
SCO69084.1           -            760 5491at5820           -            403  2.6e-197  654.1  64.4   4   4   9.7e-10   1.2e-06   26.2   2.4   360   403   692   735   679   735 0.78 bromodomain protein, putative [Plasmodium vivax]
SCO66275.1           -            482 5491at5820           -            403   1.7e-12   45.5   2.2   1   1   2.6e-15   3.2e-12   44.6   2.2    24   123   329   431   316   478 0.73 bromodomain protein 1, putative [Plasmodium vivax]
SCO70097.1           -           3410 5491at5820           -            403     3e-07   28.2  12.5   1   2         5   6.1e+03  -11.0  14.2   162   270  1739  1848  1713  1865 0.75 bromodomain protein, putative [Plasmodium vivax]
SCO70097.1           -           3410 5491at5820           -            403     3e-07   28.2  12.5   2   2   2.4e-10     3e-07   28.2  12.5     7   104  3214  3312  3207  3351 0.87 bromodomain protein, putative [Plasmodium vivax]
SCO65097.1           -           1578 5491at5820           -            403   2.7e-06   25.0   0.5   1   1   4.6e-09   5.6e-06   24.0   0.5    46    96   881   931   873   955 0.87 bromodomain protein, putative [Plasmodium vivax]
SCO65838.1           -           1485 5491at5820           -            403   0.00024   18.6   0.5   1   2      0.67   8.1e+02   -2.9   0.1   209   233  1106  1130  1068  1135 0.65 histone acetyltransferase GCN5, putative [Plasmodium vivax]
SCO65838.1           -           1485 5491at5820           -            403   0.00024   18.6   0.5   2   2   4.4e-07   0.00053   17.5   0.0    36    67  1442  1473  1414  1480 0.80 histone acetyltransferase GCN5, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5491at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5491at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5491at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:52:45 2026
# [ok]
