#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66932.1           -           1713 555at5820            -           1342         0 2685.7  68.7   1   5  4.9e-156  4.9e-153  509.9   8.9     1   252    10   270    10   275 0.97 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 555at5820            -           1342         0 2685.7  68.7   2   5  3.1e-133  3.1e-130  434.4   9.8   251   452   340   546   332   551 0.97 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 555at5820            -           1342         0 2685.7  68.7   3   5   2.2e-34   2.2e-31  106.9   0.2   462   522   652   712   631   720 0.89 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 555at5820            -           1342         0 2685.7  68.7   4   5   1.2e-52   1.2e-49  167.4   0.1   523   615   768   861   763   866 0.96 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 555at5820            -           1342         0 2685.7  68.7   5   5         0         0 1485.4  24.2   614  1342   900  1710   894  1710 0.93 P-type ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   1   7   1.2e-24   1.2e-21   74.6   0.4    42   142    24   124    10   142 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   2   7   1.7e-13   1.7e-10   37.6   0.2   143   238   190   289   169   301 0.88 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   3   7   1.4e-18   1.4e-15   54.5   4.8   255   390   361   502   350   509 0.80 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   4   7     6e-09     6e-06   22.6   0.0   395   456   616   675   602   714 0.86 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   5   7     0.011        11    1.8   0.0   537   571   730   764   718   776 0.86 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   6   7   6.8e-62   6.9e-59  198.0  14.3   650  1084   885  1303   878  1315 0.82 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO69952.1           -           1515 555at5820            -           1342  9.3e-111  369.9  55.8   7   7      0.97   9.8e+02   -4.6   5.5  1167  1280  1351  1460  1308  1469 0.80 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   1   8     3e-41     3e-38  129.6  15.8    54   387    89   424    81   432 0.83 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   2   8   2.5e-05     0.026   10.6   0.1   402   471   689   759   681   782 0.78 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   3   8         6   6.1e+03  -11.6   8.2   817   922  1192  1301  1173  1315 0.72 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   4   8    0.0021       2.1    4.2   0.2   535   591  1402  1455  1381  1459 0.73 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   5   8    0.0003       0.3    7.0   0.0   636   677  1451  1494  1446  1503 0.85 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   6   8   3.9e-20   3.9e-17   59.6   0.5   687   806  1637  1765  1628  1772 0.86 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   7   8   3.1e-33   3.1e-30  103.1   5.0   871  1086  1768  1984  1754  2001 0.91 guanylyl cyclase, putative [Plasmodium vivax]
SCO67483.1           -           3974 555at5820            -           1342   3.3e-81  272.0  73.1   8   8       1.1   1.1e+03   -4.8   4.3    48   110  2691  2754  2575  2775 0.85 guanylyl cyclase, putative [Plasmodium vivax]
SCO69990.1           -           1620 555at5820            -           1342   4.8e-64  215.1  69.8   1   6   5.3e-23   5.4e-20   69.1  14.2    52   228    60   238    15   253 0.76 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 555at5820            -           1342   4.8e-64  215.1  69.8   2   6      0.12   1.2e+02   -1.6   2.8   180   237   326   382   275   392 0.73 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 555at5820            -           1342   4.8e-64  215.1  69.8   3   6   6.3e-11   6.4e-08   29.1   9.8   255   468   624   816   612   827 0.75 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 555at5820            -           1342   4.8e-64  215.1  69.8   4   6     0.034        34    0.2   0.0   540   582  1121  1162  1099  1165 0.76 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO69990.1           -           1620 555at5820            -           1342   4.8e-64  215.1  69.8   5   6   5.1e-27   5.2e-24   82.4   5.7   633   801  1164  1333  1159  1348 0.88 phospholipid-transporting ATPase, putative [Plasmodium vivax]
