#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   1   6   3.1e-72   6.2e-69  231.5  15.1     1   143     1   154     1   168 0.94 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   2   6  2.4e-108  4.8e-105  351.1  18.5   143   341   377   577   352   585 0.95 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   3   6  1.2e-100   2.4e-97  325.6   9.3   343   519   635   821   629   831 0.95 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   4   6  9.8e-105    2e-101  339.1   2.7   518   684   855  1021   846  1033 0.96 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   5   6         0         0 1051.8  27.6   681  1189  1059  1586  1051  1594 0.98 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO65347.1           -           1725 598at5820            -           1293         0 2428.6 114.1   6   6   1.3e-50   2.6e-47  159.9   1.7  1190  1293  1612  1725  1607  1725 0.94 DNA polymerase alpha catalytic subunit A, putative [Plasmodium vivax]
SCO66095.1           -           1096 598at5820            -           1293   4.1e-49  165.8  21.3   1   2   3.6e-15   7.2e-12   42.4   0.8   394   525   363   492   331   500 0.81 DNA polymerase delta catalytic subunit, putative [Plasmodium vivax]
SCO66095.1           -           1096 598at5820            -           1293   4.1e-49  165.8  21.3   2   2   1.5e-40     3e-37  126.5  13.7   627   950   566   906   539   950 0.78 DNA polymerase delta catalytic subunit, putative [Plasmodium vivax]
SCO66301.1           -           1877 598at5820            -           1293     4e-10   36.7  13.6   1   5     0.083   1.7e+02   -1.8   4.4   386   493   681   777   649   799 0.76 DNA polymerase zeta catalytic subunit, putative [Plasmodium vivax]
SCO66301.1           -           1877 598at5820            -           1293     4e-10   36.7  13.6   2   5   2.2e-07   0.00045   16.6   0.1   644   680   926   962   919   972 0.84 DNA polymerase zeta catalytic subunit, putative [Plasmodium vivax]
SCO66301.1           -           1877 598at5820            -           1293     4e-10   36.7  13.6   3   5   3.5e-12     7e-09   32.5   9.0   688   887  1137  1330  1125  1337 0.87 DNA polymerase zeta catalytic subunit, putative [Plasmodium vivax]
SCO66301.1           -           1877 598at5820            -           1293     4e-10   36.7  13.6   4   5     0.077   1.6e+02   -1.7   1.0   884   927  1544  1588  1472  1648 0.70 DNA polymerase zeta catalytic subunit, putative [Plasmodium vivax]
SCO66301.1           -           1877 598at5820            -           1293     4e-10   36.7  13.6   5   5      0.27   5.5e+02   -3.5   0.1  1000  1019  1703  1722  1697  1726 0.81 DNA polymerase zeta catalytic subunit, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/598at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/598at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/598at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:20 2026
# [ok]
