#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68199.1           -           1314 1244at5820           -           1042         0 1765.5  63.2   1   5   4.5e-84   1.4e-80  270.1   8.4     2   154     5   160     4   162 0.97 acyl-CoA synthetase, putative [Plasmodium vivax]
SCO68199.1           -           1314 1244at5820           -           1042         0 1765.5  63.2   2   5  3.6e-182  1.1e-178  594.9   8.1   154   463   187   520   182   527 0.96 acyl-CoA synthetase, putative [Plasmodium vivax]
SCO68199.1           -           1314 1244at5820           -           1042         0 1765.5  63.2   3   5  2.1e-102   6.2e-99  330.8   1.3   456   679   550   808   544   819 0.90 acyl-CoA synthetase, putative [Plasmodium vivax]
SCO68199.1           -           1314 1244at5820           -           1042         0 1765.5  63.2   4   5   7.7e-82   2.4e-78  262.7  14.0   677   860   843  1064   818  1068 0.85 acyl-CoA synthetase, putative [Plasmodium vivax]
SCO68199.1           -           1314 1244at5820           -           1042         0 1765.5  63.2   5   5  3.2e-102   9.8e-99  330.2   1.1   862  1042  1118  1313  1110  1313 0.95 acyl-CoA synthetase, putative [Plasmodium vivax]
SCO68119.1           -           1044 1244at5820           -           1042   8.1e-09   32.5   1.6   1   4      0.02        60   -0.2   0.0    23    71   137   185   126   198 0.83 acetyl-CoA synthetase, putative [Plasmodium vivax]
SCO68119.1           -           1044 1244at5820           -           1042   8.1e-09   32.5   1.6   2   4   1.4e-05     0.042   10.3   0.0   120   275   549   709   501   726 0.75 acetyl-CoA synthetase, putative [Plasmodium vivax]
SCO68119.1           -           1044 1244at5820           -           1042   8.1e-09   32.5   1.6   3   4   8.4e-08   0.00025   17.6   0.0   395   446   826   877   806   897 0.85 acetyl-CoA synthetase, putative [Plasmodium vivax]
SCO68119.1           -           1044 1244at5820           -           1042   8.1e-09   32.5   1.6   4   4     0.024        74   -0.5   0.1   461   528   959  1032   952  1039 0.72 acetyl-CoA synthetase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1244at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1244at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1244at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:41 2026
# [ok]
