#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67941.1           -            619 3836at5820           -            588         0 1318.1  16.7   1   1         0         0 1317.8  16.7     1   588     1   612     1   612 0.98 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67316.1           -            792 3836at5820           -            588   1.3e-11   42.1  11.6   1   3     0.012       8.2    3.1   0.1   115   133   210   228   189   241 0.84 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 3836at5820           -            588   1.3e-11   42.1  11.6   2   3   7.3e-06    0.0049   13.8   0.2   452   529   358   431   343   447 0.70 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 3836at5820           -            588   1.3e-11   42.1  11.6   3   3     2e-10   1.4e-07   28.8   3.4   373   527   606   762   590   771 0.65 protein GCN20, putative [Plasmodium vivax]
SCO67669.1           -           1464 3836at5820           -            588   6.2e-10   36.6  11.5   1   5      0.38   2.6e+02   -1.8   1.4    64   141   200   278   194   292 0.75 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 3836at5820           -            588   6.2e-10   36.6  11.5   2   5     0.023        15    2.3   0.0   366   396   408   438   327   463 0.77 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 3836at5820           -            588   6.2e-10   36.6  11.5   3   5   9.7e-08   6.6e-05   20.0   0.2   454   524   576   646   559   663 0.68 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 3836at5820           -            588   6.2e-10   36.6  11.5   4   5       0.6     4e+02   -2.4   0.0   372   391  1195  1214  1184  1239 0.76 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 3836at5820           -            588   6.2e-10   36.6  11.5   5   5   2.6e-07   0.00018   18.6   0.0   457   533  1356  1431  1344  1448 0.91 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO69266.1           -            257 3836at5820           -            588   8.8e-08   29.5   1.4   1   1   2.2e-10   1.5e-07   28.7   1.4   348   529    12   202     6   229 0.69 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO66924.1           -           2633 3836at5820           -            588     1e-06   25.9  12.0   1   3   5.9e-07    0.0004   17.4   0.0   368   397   833   862   811   869 0.85 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO66924.1           -           2633 3836at5820           -            588     1e-06   25.9  12.0   2   3   4.1e-05     0.028   11.3   2.3   200   523   971  1048   935  1074 0.66 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO66924.1           -           2633 3836at5820           -            588     1e-06   25.9  12.0   3   3     0.029        19    1.9   0.5   456   505  2210  2259  2177  2264 0.85 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO68531.1           -            811 3836at5820           -            588     8e-05   19.7   0.6   1   2      0.11        71    0.1   0.0   367   391   506   530   478   562 0.80 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 3836at5820           -            588     8e-05   19.7   0.6   2   2   6.2e-07   0.00042   17.3   0.2   213   295   708   788   694   804 0.71 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO69455.1           -            351 3836at5820           -            588   0.00063   16.7   0.7   1   2    0.0041       2.7    4.7   0.0   370   391   131   152   118   170 0.86 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69455.1           -            351 3836at5820           -            588   0.00063   16.7   0.7   2   2   7.5e-05     0.051   10.4   0.1   195   281   228   315   219   337 0.79 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO69841.1           -           1277 3836at5820           -            588    0.0015   15.5  24.2   1   4     0.019        13    2.5   0.2   338   400   171   234   157   280 0.72 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 3836at5820           -            588    0.0015   15.5  24.2   2   4   0.00066      0.45    7.3   6.3   190   282   459   551   432   564 0.72 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 3836at5820           -            588    0.0015   15.5  24.2   3   4   0.00016      0.11    9.4   0.1   102   142   821   860   802   868 0.72 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69841.1           -           1277 3836at5820           -            588    0.0015   15.5  24.2   4   4    0.0016       1.1    6.1   1.6   441   535  1009  1106   990  1144 0.64 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO69341.1           -            695 3836at5820           -            588    0.0019   15.2   0.5   1   1   1.1e-05    0.0071   13.3   0.5   116   269    67   229    25   237 0.57 ABC transporter G family member 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3836at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:56 2026
# [ok]
