#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69851.1           -            164 12598at5820          -            148  4.8e-105  346.1   0.2   1   1  1.3e-107  5.5e-105  345.9   0.2     1   148     1   148     1   148 1.00 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66928.1           -            160 12598at5820          -            148   1.9e-58  194.9   0.5   1   1     5e-61   2.2e-58  194.7   0.5     1   148     1   148     1   148 0.99 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO69139.1           -            147 12598at5820          -            148     9e-40  134.3   0.1   1   1   2.4e-42   1.1e-39  134.1   0.1     5   142     2   139     1   144 0.97 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO66472.1           -            159 12598at5820          -            148   1.5e-35  120.7   0.0   1   1   4.1e-38   1.8e-35  120.4   0.0     4   143     3   150     1   154 0.92 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO67625.1           -            152 12598at5820          -            148     3e-34  116.4   0.0   1   1   8.4e-37   3.6e-34  116.1   0.0     7   134     5   132     2   144 0.95 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO68059.1           -            202 12598at5820          -            148   1.5e-30  104.4   0.1   1   1   4.7e-33   2.1e-30  103.9   0.1     8   134    13   140     6   148 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO66531.1           -            163 12598at5820          -            148   2.3e-28   97.3   0.5   1   1   8.1e-30   3.5e-27   93.5   0.5     1   143     1   158     1   162 0.89 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68330.1           -            152 12598at5820          -            148   2.5e-26   90.7   0.0   1   1   6.7e-29   2.9e-26   90.5   0.0     6   130     3   128     1   138 0.88 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO66277.1           -            191 12598at5820          -            148   3.4e-20   70.8   0.0   1   1     1e-22   4.5e-20   70.4   0.0    37   146    35   146     7   148 0.90 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO70200.1           -            150 12598at5820          -            148   5.7e-20   70.1   0.0   1   1   1.5e-22   6.5e-20   69.9   0.0    16   137    21   142     2   148 0.92 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO69461.1           -            283 12598at5820          -            148   1.8e-15   55.4   0.1   1   1   8.2e-18   3.6e-15   54.5   0.1    34   116   167   250   138   261 0.90 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO68478.1           -            262 12598at5820          -            148   5.6e-13   47.4   0.3   1   1   2.1e-15     9e-13   46.7   0.3     8   117   122   232   116   242 0.88 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO67064.1           -            139 12598at5820          -            148   3.1e-11   41.7   0.0   1   1   7.8e-14   3.4e-11   41.6   0.0    30   125    35   135     8   139 0.82 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO70185.1           -            624 12598at5820          -            148   1.3e-09   36.5   0.1   1   1   4.4e-12   1.9e-09   35.9   0.1     3   147   167   315   165   316 0.85 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12598at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12598at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12598at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:05 2026
# [ok]
