#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66507.1           -            742 4223at5820           -            541  3.7e-296  981.3  38.9   1   3  1.7e-125  4.7e-123  410.0   5.7     8   218    12   224    10   232 0.98 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO66507.1           -            742 4223at5820           -            541  3.7e-296  981.3  38.9   2   3  7.5e-138  2.1e-135  450.8   9.8   216   424   341   549   337   551 0.99 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO66507.1           -            742 4223at5820           -            541  3.7e-296  981.3  38.9   3   3   1.2e-46   3.2e-44  149.8   7.5   423   541   587   742   583   742 0.90 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO69307.1           -           1249 4223at5820           -            541   3.5e-67  225.6  12.7   1   1     2e-69   5.5e-67  225.0  12.7    28   432    38   450    23   488 0.83 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO70027.1           -            717 4223at5820           -            541     1e-17   62.3   3.4   1   2      0.68   1.9e+02   -1.2   0.0    39   136   411   513   394   526 0.67 DNA helicase 60, putative [Plasmodium vivax]
SCO70027.1           -            717 4223at5820           -            541     1e-17   62.3   3.4   2   2   5.5e-20   1.5e-17   61.8   2.5   229   364   546   678   456   687 0.83 DNA helicase 60, putative [Plasmodium vivax]
SCO68991.1           -            528 4223at5820           -            541   7.5e-16   56.2   0.1   1   1   5.6e-18   1.6e-15   55.1   0.0   257   363   358   465   333   482 0.83 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO66039.1           -            388 4223at5820           -            541   8.7e-16   56.0   0.9   1   1     5e-18   1.4e-15   55.3   0.4   263   390   257   384   235   387 0.92 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO67714.1           -           1006 4223at5820           -            541   1.6e-15   55.1   0.1   1   2         3   8.3e+02   -3.4   0.3   371   401   357   389   352   391 0.76 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 4223at5820           -            541   1.6e-15   55.1   0.1   2   2   5.7e-18   1.6e-15   55.1   0.1   244   368   837   958   831   974 0.87 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67619.1           -            667 4223at5820           -            541   4.5e-15   53.6   0.0   1   3       9.7   2.7e+03   -5.0   3.9   499   529    89   119    84   134 0.66 RNA helicase 1, putative [Plasmodium vivax]
