#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66750.1           -            286 11400at5820          -            224  3.5e-125  414.3  46.4   1   3  2.4e-114  1.4e-111  369.8  35.3     1   193    11   213    11   222 0.95 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO66750.1           -            286 11400at5820          -            224  3.5e-125  414.3  46.4   2   3   1.1e-05    0.0066   14.4   1.2   179   200   218   239   210   245 0.77 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO66750.1           -            286 11400at5820          -            224  3.5e-125  414.3  46.4   3   3   7.8e-13   4.7e-10   37.8   0.2   184   224   246   286   242   286 0.89 inner membrane complex protein 1c, putative [Plasmodium vivax]
SCO67080.1           -            869 11400at5820          -            224     2e-40  137.1  29.6   1   3   3.3e-43     2e-40  137.1  29.6    12   145    69   202    59   288 0.81 inner membrane complex protein 1a, putative [Plasmodium vivax]
SCO67080.1           -            869 11400at5820          -            224     2e-40  137.1  29.6   2   3      0.19   1.2e+02    0.5  10.8    54   120   388   451   361   504 0.64 inner membrane complex protein 1a, putative [Plasmodium vivax]
SCO67080.1           -            869 11400at5820          -            224     2e-40  137.1  29.6   3   3      0.45   2.7e+02   -0.7   0.1   119   158   768   807   756   847 0.70 inner membrane complex protein 1a, putative [Plasmodium vivax]
SCO67079.1           -            529 11400at5820          -            224     5e-13   47.5  68.2   1   4   1.7e-08   1.1e-05   23.5  10.6    47    93    92   136    87   140 0.87 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO67079.1           -            529 11400at5820          -            224     5e-13   47.5  68.2   2   4   1.5e-10   8.9e-08   30.3  32.4    44   146   137   235   129   241 0.76 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO67079.1           -            529 11400at5820          -            224     5e-13   47.5  68.2   3   4   6.3e-06    0.0038   15.2  27.7    28   126   167   263   167   264 0.72 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO67079.1           -            529 11400at5820          -            224     5e-13   47.5  68.2   4   4      0.13        79    1.1  15.0    44    96   243   293   233   343 0.74 inner membrane complex protein 1e, putative [Plasmodium vivax]
SCO67640.1           -            301 11400at5820          -            224   4.1e-12   44.5  48.8   1   2   1.5e-13   8.9e-11   40.1  22.6    45   125    39   117    29   117 0.89 inner membrane complex protein 1g, putative [Plasmodium vivax]
SCO67640.1           -            301 11400at5820          -            224   4.1e-12   44.5  48.8   2   2     1e-06   0.00062   17.8  18.2    59   179    97   219    97   237 0.69 inner membrane complex protein 1g, putative [Plasmodium vivax]
SCO68417.1           -           1270 11400at5820          -            224   6.1e-12   43.9  38.4   1   4       1.7     1e+03   -2.6   0.0   197   216   518   537   513   542 0.85 inner membrane complex protein 1f, putative [Plasmodium vivax]
SCO68417.1           -           1270 11400at5820          -            224   6.1e-12   43.9  38.4   2   4     1e-14   6.1e-12   43.9  38.4    20   143   594   717   573   726 0.94 inner membrane complex protein 1f, putative [Plasmodium vivax]
SCO68417.1           -           1270 11400at5820          -            224   6.1e-12   43.9  38.4   3   4        10   6.1e+03  -12.6  29.2    29   117   727   805   717   838 0.40 inner membrane complex protein 1f, putative [Plasmodium vivax]
SCO68417.1           -           1270 11400at5820          -            224   6.1e-12   43.9  38.4   4   4       4.1   2.5e+03   -3.8   0.3   174   200  1171  1196  1155  1217 0.53 inner membrane complex protein 1f, putative [Plasmodium vivax]
SCO67516.1           -            516 11400at5820          -            224   2.6e-08   32.1  10.0   1   2   4.3e-11   2.6e-08   32.1  10.0    54   148    81   175    72   180 0.92 inner membrane complex protein 1b, putative [Plasmodium vivax]
SCO67516.1           -            516 11400at5820          -            224   2.6e-08   32.1  10.0   2   2        10   6.1e+03   -6.6  17.5    63   124   285   333   243   419 0.46 inner membrane complex protein 1b, putative [Plasmodium vivax]
SCO69970.1           -            567 11400at5820          -            224   0.00026   19.0  47.0   1   3    0.0087       5.3    4.9  10.7    42   100   123   179   100   182 0.88 inner membrane complex protein 1h, putative [Plasmodium vivax]
SCO69970.1           -            567 11400at5820          -            224   0.00026   19.0  47.0   2   3   0.00014     0.086   10.7  16.7    41   105   168   234   167   236 0.82 inner membrane complex protein 1h, putative [Plasmodium vivax]
SCO69970.1           -            567 11400at5820          -            224   0.00026   19.0  47.0   3   3   3.5e-05     0.021   12.8  13.3    40    85   227   278   224   284 0.81 inner membrane complex protein 1h, putative [Plasmodium vivax]
SCO65836.1           -            628 11400at5820          -            224    0.0011   17.0  14.7   1   3   1.7e-06    0.0011   17.0  14.7    45   111    74   140    67   141 0.92 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO65836.1           -            628 11400at5820          -            224    0.0011   17.0  14.7   2   3    0.0013      0.81    7.6  22.8    36   131   113   211   113   274 0.72 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO65836.1           -            628 11400at5820          -            224    0.0011   17.0  14.7   3   3      0.45   2.8e+02   -0.7   0.4   149   218   492   523   468   539 0.55 inner membrane complex protein 1i, putative [Plasmodium vivax]
SCO68515.1           -            442 11400at5820          -            224    0.0011   16.9  38.7   1   2   2.4e-05     0.014   13.3  15.2    29   109   154   241   126   242 0.76 inner membrane complex protein 1k, putative [Plasmodium vivax]
SCO68515.1           -            442 11400at5820          -            224    0.0011   16.9  38.7   2   2    0.0046       2.8    5.8  21.2    57   121   227   296   224   306 0.76 inner membrane complex protein 1k, putative [Plasmodium vivax]
