#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68313.1           -            361 8245at5820           -            276    4e-136  451.2  10.0   1   2   1.4e-17   9.2e-15   53.1   0.1     1    41     5    52     5    54 0.89 diphthine methyltransferase, putative [Plasmodium vivax]
SCO68313.1           -            361 8245at5820           -            276    4e-136  451.2  10.0   2   2  5.2e-122  3.5e-119  395.6   6.7    35   276    66   360    59   360 0.89 diphthine methyltransferase, putative [Plasmodium vivax]
SCO67789.1           -            646 8245at5820           -            276   6.7e-10   37.2  14.7   1   5   3.2e-06    0.0022   15.8   0.7   105   192   344   436   331   441 0.84 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8245at5820           -            276   6.7e-10   37.2  14.7   2   5   2.2e-07   0.00015   19.7   0.7   120   197   401   483   395   487 0.78 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8245at5820           -            276   6.7e-10   37.2  14.7   3   5   2.4e-06    0.0016   16.3   0.3   125   194   448   522   441   526 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8245at5820           -            276   6.7e-10   37.2  14.7   4   5   0.00022      0.15    9.8   0.4   124   193   531   605   522   624 0.77 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67789.1           -            646 8245at5820           -            276   6.7e-10   37.2  14.7   5   5     0.097        66    1.1   0.1   108   121   626   639   617   644 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO68494.1           -            644 8245at5820           -            276   3.4e-08   31.6   2.2   1   3         3     2e+03   -3.7   0.2   171   251    98   116    88   129 0.58 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 8245at5820           -            276   3.4e-08   31.6   2.2   2   3       1.2   8.1e+02   -2.4   0.2   221   248   259   286   247   306 0.56 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68494.1           -            644 8245at5820           -            276   3.4e-08   31.6   2.2   3   3     5e-11   3.4e-08   31.6   2.2   123   204   470   558   420   622 0.78 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO68325.1           -           1399 8245at5820           -            276   3.9e-08   31.4  11.7   1   4    0.0046       3.1    5.5   0.0   124   191    49   121    44   128 0.83 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8245at5820           -            276   3.9e-08   31.4  11.7   2   4     0.029        19    2.9   0.0   123   159   132   168   124   181 0.84 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8245at5820           -            276   3.9e-08   31.4  11.7   3   4   8.3e-09   5.6e-06   24.3   1.0   120   243   243   373   216   394 0.79 coatomer alpha subunit, putative [Plasmodium vivax]
SCO68325.1           -           1399 8245at5820           -            276   3.9e-08   31.4  11.7   4   4     0.048        32    2.2   0.5   149   237   609   706   593   720 0.69 coatomer alpha subunit, putative [Plasmodium vivax]
SCO65922.1           -            458 8245at5820           -            276   9.7e-06   23.5   1.6   1   3       2.4   1.6e+03   -3.4   0.0   210   233   153   176   149   188 0.61 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 8245at5820           -            276   9.7e-06   23.5   1.6   2   3     0.093        63    1.2   0.1   128   164   275   311   262   324 0.82 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 8245at5820           -            276   9.7e-06   23.5   1.6   3   3     9e-08   6.1e-05   20.9   0.1   132   194   333   403   315   411 0.74 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO69972.1           -            430 8245at5820           -            276   0.00094   17.0   1.1   1   1   3.2e-06    0.0021   15.9   1.1    98   190   250   363   237   375 0.70 protein TSSC1, putative [Plasmodium vivax]
SCO65843.1           -            324 8245at5820           -            276    0.0018   16.1   9.5   1   3   0.00041      0.28    8.9   2.1   163   268    34   141    29   148 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 8245at5820           -            276    0.0018   16.1   9.5   2   3    0.0003       0.2    9.4   1.4   138   190   133   189   118   193 0.75 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 8245at5820           -            276    0.0018   16.1   9.5   3   3     0.001      0.68    7.6   0.4    96   159   174   237   169   321 0.76 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO69273.1           -            509 8245at5820           -            276     0.002   15.9  17.1   1   4     0.067        45    1.7   1.3    61   176    65   186    46   188 0.62 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 8245at5820           -            276     0.002   15.9  17.1   2   4     4e-06    0.0027   15.5   1.6   112   165   181   231   165   237 0.80 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 8245at5820           -            276     0.002   15.9  17.1   3   4    0.0034       2.3    5.9   0.9   138   211   330   410   321   412 0.61 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 8245at5820           -            276     0.002   15.9  17.1   4   4   0.00052      0.35    8.6   0.3   136   195   371   437   357   443 0.76 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO67557.1           -            660 8245at5820           -            276    0.0052   14.6   5.4   1   3   1.2e-05    0.0083   13.9   0.1   124   192   120   193    84   213 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 8245at5820           -            276    0.0052   14.6   5.4   2   3     0.086        58    1.3   0.4   143   271   388   518   355   523 0.55 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 8245at5820           -            276    0.0052   14.6   5.4   3   3      0.39   2.6e+02   -0.8   0.1   122   156   533   567   522   579 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8245at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8245at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8245at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:56 2026
# [ok]
