#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   1  18   1.7e-18   3.4e-15   52.7   0.0     1    63     1    70     1    77 0.92 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   2  18   2.8e-65   5.6e-62  207.9  20.3    62   247   101   310    96   320 0.89 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   3  18   3.3e-17   6.6e-14   48.4   7.8   242   316   346   441   340   445 0.79 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   4  18   1.5e-06     0.003   13.1   1.5   316   381   481   581   473   587 0.75 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   5  18   1.1e-53   2.3e-50  169.4  24.0   400   553   770   945   766   948 0.82 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   6  18   1.2e-30   2.4e-27   93.0   0.1   546   623   997  1074   994  1077 0.95 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   7  18  2.5e-167  5.1e-164  546.4  42.9   616   965  1133  1509  1130  1513 0.92 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   8  18    0.0037       7.5    1.8   0.4   960   987  1597  1624  1590  1629 0.86 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5   9  18     1e-62     2e-59  199.4  22.1   977  1099  1665  1787  1657  1793 0.95 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5  10  18   6.4e-32   1.3e-28   97.2  11.3  1098  1162  1835  1899  1829  1902 0.96 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5  11  18  5.6e-165  1.1e-161  538.6  47.7  1159  1550  1942  2384  1935  2394 0.88 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5  12  18   3.8e-74   7.7e-71  237.3  10.6  1561  1740  2716  2915  2684  2933 0.78 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
SCO66020.1           -           4338 338at5820            -           2515         0 3484.9 399.5  13  18         3   6.1e+03  -10.6  11.1  1699  1745  3061  3112  2981  3127 0.71 phosphatidylinositol 4-kinase, putative [Plasmodium vivax]
