#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   1   7   2.7e-08   2.8e-05   21.1   3.2     1    78     1    82     1   144 0.74 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   2   7     1e-83   1.1e-80  270.5  20.2    65   220   413   589   396   596 0.88 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   3   7   9.2e-12   9.3e-09   32.6  27.4   216   408   639   836   634   838 0.57 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   4   7         6   6.1e+03  -14.1  56.6   264   315   825   875   815   891 0.39 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   5   7         6   6.1e+03   -6.9   8.4   274   306   880   908   867   935 0.33 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   6   7   5.1e-21   5.1e-18   63.2  27.4   278   376   937  1038   883  1073 0.62 ubiquitin specific protease, putative [Plasmodium vivax]
SCO66366.1           -           1592 1668at5820           -            781         0 1189.6 219.0   7   7  9.2e-251  9.3e-248  823.0  68.7   262   781  1046  1590  1032  1590 0.84 ubiquitin specific protease, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   1   6       1.6   1.6e+03   -4.5   0.7    73   147    13    88    11    91 0.70 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   2   6   7.1e-05     0.072    9.8   0.1   407   454   305   352   217   369 0.60 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   3   6   8.1e-05     0.082    9.6   0.4   541   629   409   512   353   519 0.63 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   4   6       0.2   2.1e+02   -1.6   3.4   228   257   614   645   550   712 0.57 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   5   6       2.4   2.5e+03   -5.2   1.9   289   332   792   835   734   897 0.57 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67733.1           -           1342 1668at5820           -            781   1.6e-07   28.5   1.6   6   6   1.6e-10   1.6e-07   28.5   1.6   652   780  1174  1309  1155  1310 0.77 ubiquitin carboxyl-terminal hydrolase 2, putative [Plasmodium vivax]
SCO67624.1           -            590 1668at5820           -            781   3.8e-07   27.3   3.6   1   3   0.00011      0.11    9.2   0.0   428   453   108   133    72   154 0.80 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCO67624.1           -            590 1668at5820           -            781   3.8e-07   27.3   3.6   2   3     0.023        23    1.5   0.9   261   284   419   442   323   472 0.53 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCO67624.1           -            590 1668at5820           -            781   3.8e-07   27.3   3.6   3   3     2e-06    0.0021   14.9   0.1   718   752   487   521   478   557 0.86 ubiquitin carboxyl-terminal hydrolase 14, putative [Plasmodium vivax]
SCA83437.1           -            328 1668at5820           -            781    0.0035   14.2   6.7   1   1   4.6e-06    0.0047   13.7   6.7   365   435    67   136    51   173 0.59 lysophospholipase, putative [Plasmodium vivax]
SCO66657.1           -            226 1668at5820           -            781      0.52    7.0   8.6   1   1   0.00065      0.66    6.7   8.6   259   350    75   164    67   193 0.50 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67865.1           -            441 1668at5820           -            781      0.57    6.8  15.3   1   1     0.001       1.1    6.0  15.3   205   314   262   369   256   412 0.79 hypothetical protein, conserved [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1668at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1668at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1668at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:17 2026
# [ok]
