#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69221.1           -           1355 1301at5820           -           1082         0 2248.7  13.4   1   1         0         0 2247.5  13.4    11  1082   201  1355   193  1355 0.95 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1301at5820           -           1082  2.4e-122  408.1  20.2   1   4   9.7e-60   1.2e-56  190.6   3.6    17   383    12   399     3   442 0.86 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1301at5820           -           1082  2.4e-122  408.1  20.2   2   4   1.2e-14   1.4e-11   41.4   0.1   518   648   656   786   634   800 0.86 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1301at5820           -           1082  2.4e-122  408.1  20.2   3   4   1.3e-53   1.6e-50  170.3   0.2   677   837   842  1002   827  1032 0.92 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO65137.1           -           1186 1301at5820           -           1082  2.4e-122  408.1  20.2   4   4   5.9e-07   0.00072   15.8   0.8   976  1069  1073  1168  1043  1177 0.87 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 1301at5820           -           1082     3e-18   63.5   8.0   1   4   9.3e-11   1.1e-07   28.4   1.2    24   193   363   531   341   544 0.81 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 1301at5820           -           1082     3e-18   63.5   8.0   2   4     0.098   1.2e+02   -1.4   0.0   292   355   684   748   668   769 0.69 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 1301at5820           -           1082     3e-18   63.5   8.0   3   4   0.00014      0.17    8.0   0.0   534   664  1188  1314  1118  1325 0.80 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO67857.1           -           1914 1301at5820           -           1082     3e-18   63.5   8.0   4   4   8.3e-11     1e-07   28.6   0.1   669   776  1553  1659  1476  1716 0.69 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 1301at5820           -           1082   3.7e-11   40.0   2.2   1   4    0.0014       1.7    4.7   0.0   125   188   523   590   438   635 0.73 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 1301at5820           -           1082   3.7e-11   40.0   2.2   2   4     0.011        14    1.6   0.1   337   367   794   825   673   835 0.65 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 1301at5820           -           1082   3.7e-11   40.0   2.2   3   4     0.009        11    2.0   0.1   591   644  1110  1163  1067  1174 0.73 cation transporting ATPase, putative [Plasmodium vivax]
SCO65186.1           -           1696 1301at5820           -           1082   3.7e-11   40.0   2.2   4   4   1.7e-10   2.1e-07   27.6   0.0   671   725  1299  1353  1285  1359 0.93 cation transporting ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1301at5820           -           1082    0.0003   17.1   1.9   1   3    0.0049       5.9    2.9   0.1   198   359   346   524   326   530 0.51 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1301at5820           -           1082    0.0003   17.1   1.9   2   3   7.3e-06    0.0088   12.2   0.1   586   650  1042  1107   937  1121 0.73 P-type ATPase, putative [Plasmodium vivax]
SCO66932.1           -           1713 1301at5820           -           1082    0.0003   17.1   1.9   3   3     0.089   1.1e+02   -1.3   0.0   679   732  1266  1319  1261  1333 0.71 P-type ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1301at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1301at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1301at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:10 2026
# [ok]
