#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65417.1           -            644 6276at5820           -            493  1.3e-267  886.5   2.2   1   2  4.4e-264  4.4e-261  864.9   0.0     2   458    10   515     9   531 0.96 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
SCO65417.1           -            644 6276at5820           -            493  1.3e-267  886.5   2.2   2   2   2.5e-07   0.00025   18.1   3.9   457   493   599   635   588   635 0.86 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
SCO70158.1           -            472 6276at5820           -            493   4.9e-07   27.0   5.4   1   1   6.7e-10   6.7e-07   26.6   4.6   235   331   199   300   185   309 0.82 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO65360.1           -            327 6276at5820           -            493   1.9e-05   21.7   0.2   1   1   3.1e-08   3.1e-05   21.1   0.2   241   340   133   234   118   238 0.90 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO67037.1           -            498 6276at5820           -            493   3.3e-05   21.0   5.4   1   3    0.0027       2.7    4.7   0.5   267   327   272   338   230   344 0.73 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6276at5820           -            493   3.3e-05   21.0   5.4   2   3   2.5e-06    0.0026   14.7   0.0   287   327   380   422   353   434 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 6276at5820           -            493   3.3e-05   21.0   5.4   3   3      0.02        20    1.9   0.1   296   317   476   497   440   498 0.78 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO65843.1           -            324 6276at5820           -            493   0.00056   16.9   6.0   1   2   6.6e-05     0.067   10.1   1.2   273   325   103   156    77   163 0.58 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 6276at5820           -            493   0.00056   16.9   6.0   2   2   0.00022      0.22    8.4   0.2   285   391   196   313   166   321 0.70 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO70023.1           -            641 6276at5820           -            493     0.072   10.0  13.6   1   3      0.12   1.2e+02   -0.7   0.0   283   307   372   396   366   405 0.85 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 6276at5820           -            493     0.072   10.0  13.6   2   3    0.0006      0.61    6.9   2.1   274   331   395   463   377   467 0.69 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 6276at5820           -            493     0.072   10.0  13.6   3   3   0.00025      0.25    8.2   5.5   282   392   454   566   453   573 0.83 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6276at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6276at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6276at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:01:51 2026
# [ok]
