#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   1  10   2.9e-12     6e-09   33.0   2.4     1    38     1    39     1    58 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   2  10   1.2e-49   2.4e-46  156.8   9.2    44   133   136   225   129   229 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   3  10   7.6e-64   1.5e-60  203.8  11.9   132   264   249   389   245   410 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   4  10   2.6e-14   5.3e-11   39.7   0.1   275   308   547   580   506   597 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   5  10   1.5e-54   3.1e-51  173.0   0.1   308   484   618   860   615   876 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   6  10      0.17   3.5e+02   -2.7   2.6   498   514   959   975   926   977 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   7  10   1.6e-17   3.3e-14   50.4   6.5   514   590  1019  1116   996  1136 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   8  10   4.1e-34   8.4e-31  105.3   3.4   587   662  1149  1224  1130  1229 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9   9  10   1.3e-95   2.6e-92  309.0  18.0   660   821  1302  1462  1288  1466 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68414.1           -           1786 1177at5820           -           1061         0 1500.9 134.9  10  10  4.5e-146  9.1e-143  476.0  18.5   816  1060  1537  1783  1533  1784 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68858.1           -            785 1177at5820           -           1061   1.4e-15   55.0  36.1   1   2   1.4e-06    0.0028   14.2   0.9   609   677    51   132    43   150 0.65 GTP-binding protein, putative [Plasmodium vivax]
SCO68858.1           -            785 1177at5820           -           1061   1.4e-15   55.0  36.1   2   2     5e-16     1e-12   45.5  28.3   698  1058   367   711   324   714 0.76 GTP-binding protein, putative [Plasmodium vivax]
SCO67764.1           -            288 1177at5820           -           1061    0.0047   13.4   0.1   1   1     4e-06    0.0081   12.7   0.1   793   884    57   138    30   144 0.72 GTP-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1177at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1177at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:39 2026
# [ok]
