#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   1  14  2.6e-121  1.6e-117  392.3  23.8     2   270    13   292    12   298 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   2  14   2.2e-52   1.3e-48  163.7  11.1   267   382   359   478   349   487 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   3  14   1.5e-61     9e-58  194.1  11.2   388   528   535   682   531   693 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   4  14  1.2e-124  7.3e-121  403.3  30.5   520   734   831  1046   820  1052 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   5  14   9.8e-70   5.9e-66  221.2  27.9   738   897  1092  1276  1086  1279 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   6  14   9.8e-15     6e-11   38.8   0.0   895   943  1384  1433  1381  1436 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   7  14   2.2e-60   1.3e-56  190.2  21.1   941  1091  1459  1632  1451  1649 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   8  14   4.6e-39   2.8e-35  119.5   0.1  1093  1185  1767  1862  1755  1868 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7   9  14   7.6e-98   4.6e-94  314.4  12.9  1187  1422  1923  2205  1919  2216 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7  10  14   1.8e-76   1.1e-72  243.5   6.4  1418  1583  2287  2484  2285  2497 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7  11  14   4.6e-74   2.8e-70  235.6  18.4  1584  1735  2536  2701  2533  2713 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7  12  14   5.9e-17   3.6e-13   46.2   0.0  1731  1814  2765  2884  2762  2893 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7  13  14     3e-91   1.8e-87  292.6  13.7  1813  2054  2931  3199  2925  3207 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69725.1           -           3317 286at5820            -           2124         0 2907.3 264.7  14  14   7.2e-36   4.4e-32  108.9   2.8  2052  2124  3245  3317  3239  3317 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:18 2026
# [ok]
