#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67669.1           -           1464 1030at5820           -           1196         0 2337.1  94.7   1   5  3.1e-276  1.6e-273  909.2  24.4     1   454    19   498    19   505 0.97 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1030at5820           -           1196         0 2337.1  94.7   2   5   7.7e-74   3.9e-71  238.8   5.1   440   579   534   678   523   682 0.89 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1030at5820           -           1196         0 2337.1  94.7   3   5     1e-17   5.1e-15   52.9   6.6   561   609   698   746   691   766 0.77 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1030at5820           -           1196         0 2337.1  94.7   4   5  4.4e-228  2.2e-225  749.7  24.9   606  1000   797  1229   774  1238 0.93 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1030at5820           -           1196         0 2337.1  94.7   5   5  7.5e-125  3.8e-122  407.8   2.1  1002  1196  1269  1464  1265  1464 0.99 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO68972.1           -           1546 1030at5820           -           1196   1.3e-55  187.4  21.1   1   1   3.8e-58   1.9e-55  186.8  21.1    61   597   388   934   331   956 0.73 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO68413.1           -            998 1030at5820           -           1196   1.6e-35  120.8   5.9   1   2      0.15        76   -0.6  33.8     5   348   303   676   299   693 0.71 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO68413.1           -            998 1030at5820           -           1196   1.6e-35  120.8   5.9   2   2   3.2e-38   1.6e-35  120.8   5.9   351   562   769   970   761   996 0.88 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO69200.1           -            918 1030at5820           -           1196     1e-32  111.5  24.3   1   3   4.6e-05     0.023   11.0  12.4   605   914   203   527   180   568 0.67 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 1030at5820           -           1196     1e-32  111.5  24.3   2   3   1.3e-15   6.7e-13   45.9   0.2   357   461   617   724   606   758 0.85 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 1030at5820           -           1196     1e-32  111.5  24.3   3   3   1.9e-20   9.6e-18   62.0   0.4   443   560   774   889   761   898 0.84 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO67552.1           -            783 1030at5820           -           1196   3.6e-31  106.4   6.2   1   2      0.06        30    0.7  22.2    38   328   211   499   175   519 0.71 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 1030at5820           -           1196   3.6e-31  106.4   6.2   2   2   7.1e-34   3.6e-31  106.4   6.2   339   559   557   773   550   779 0.91 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67094.1           -           1376 1030at5820           -           1196   1.1e-26   91.6  23.8   1   2   2.5e-12   1.3e-09   35.0   9.1   305   442   992  1133   984  1162 0.83 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 1030at5820           -           1196   1.1e-26   91.6  23.8   2   2   1.6e-23   8.3e-21   72.1   6.7   453   586  1246  1371  1227  1375 0.87 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO68531.1           -            811 1030at5820           -           1196   4.5e-22   76.3  18.8   1   3      0.54   2.8e+02   -2.5   6.5   689   869   190   381   170   435 0.48 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 1030at5820           -           1196   4.5e-22   76.3  18.8   2   3   9.7e-16   4.9e-13   46.4   0.8   339   441   477   581   472   586 0.88 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 1030at5820           -           1196   4.5e-22   76.3  18.8   3   3   7.9e-14     4e-11   40.0   0.2  1056  1164   678   782   666   799 0.82 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO69341.1           -            695 1030at5820           -           1196   1.4e-17   61.4   0.7   1   2   2.8e-20   1.4e-17   61.4   0.7   327   547    25   236    18   271 0.83 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO69341.1           -            695 1030at5820           -           1196   1.4e-17   61.4   0.7   2   2       2.3   1.2e+03   -4.6   4.5   233   300   502   571   494   600 0.80 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO67941.1           -            619 1030at5820           -           1196   1.3e-12   44.9   8.6   1   3   1.2e-08   5.9e-06   22.9   0.6   367   555   117   300    91   317 0.71 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 1030at5820           -           1196   1.3e-12   44.9   8.6   2   3     0.037        19    1.4   0.0   364   395   386   417   334   427 0.70 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67941.1           -            619 1030at5820           -           1196   1.3e-12   44.9   8.6   3   3   8.9e-09   4.5e-06   23.3   0.6   472   558   468   555   462   577 0.74 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO67316.1           -            792 1030at5820           -           1196   8.8e-12   42.2  10.7   1   3     0.026        13    1.9   0.1   359   390   200   231   169   269 0.68 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 1030at5820           -           1196   8.8e-12   42.2  10.7   2   3   5.3e-07   0.00027   17.4   0.1  1087  1183   362   458   349   475 0.71 protein GCN20, putative [Plasmodium vivax]
SCO67316.1           -            792 1030at5820           -           1196   8.8e-12   42.2  10.7   3   3     2e-08     1e-05   22.1   2.6   356   561   591   769   580   782 0.78 protein GCN20, putative [Plasmodium vivax]
SCO69455.1           -            351 1030at5820           -           1196   1.1e-08   32.0   0.1   1   1     4e-11     2e-08   31.1   0.1   338   546   102   308    64   348 0.77 FeS assembly ATPase SufC, putative [Plasmodium vivax]
