#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   1  12  6.3e-136  3.8e-132  440.7  58.1     6   274    41   341    38   355 0.88 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   2  12  6.8e-124  4.2e-120  400.7  32.3   275   487   406   618   399   630 0.98 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   3  12   2.4e-06     0.014   11.0   0.0   486   510   649   674   645   680 0.86 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   4  12   8.2e-51     5e-47  158.4  12.7   512   626   760   875   755   888 0.92 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   5  12     2e-86   1.2e-82  276.5   2.4   620   758  1078  1216  1057  1226 0.93 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   6  12  6.5e-226  3.9e-222  739.1  71.5   751  1134  1261  1657  1251  1658 0.94 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   7  12   1.7e-69   1.1e-65  220.3  28.5  1106  1279  1644  1845  1633  1852 0.79 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   8  12   3.7e-15   2.3e-11   40.1   5.5  1276  1317  1889  1933  1885  1938 0.91 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6   9  12  6.6e-182    4e-178  593.1  66.1  1326  1646  2048  2395  2044  2401 0.95 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6  10  12   2.6e-62   1.6e-58  196.5  10.1  1642  1751  2417  2534  2406  2539 0.91 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6  11  12   2.9e-65   1.8e-61  206.3  20.2  1750  1861  2594  2711  2591  2715 0.94 protein transport protein SEC7, putative [Plasmodium vivax]
SCO69021.1           -           3014 303at5820            -           2020         0 3499.9 407.6  12  12   1.3e-84   8.1e-81  270.5  23.3  1861  2020  2748  2921  2744  2921 0.92 protein transport protein SEC7, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/303at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/303at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/303at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:38 2026
# [ok]
