#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67287.1           -            401 7995at5820           -            332  3.7e-167  553.8   9.9   1   2   6.1e-80   9.3e-77  256.6   3.0     1   163     1   185     1   191 0.91 actin-related protein 2/3 complex subunit 1, putative [Plasmodium vivax]
SCO67287.1           -            401 7995at5820           -            332  3.7e-167  553.8   9.9   2   2   1.4e-93   2.2e-90  301.4   0.6   157   332   202   391   196   391 0.95 actin-related protein 2/3 complex subunit 1, putative [Plasmodium vivax]
SCO69195.1           -            694 7995at5820           -            332   2.4e-07   28.5  19.5   1   4     0.038        57    0.9   0.1   126   174     8    57     3    72 0.65 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 7995at5820           -            332   2.4e-07   28.5  19.5   2   4   1.4e-08   2.1e-05   22.1   0.5    39   121    78   162    73   176 0.78 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 7995at5820           -            332   2.4e-07   28.5  19.5   3   4    0.0074        11    3.2   2.3    96   164   253   326   242   352 0.78 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 7995at5820           -            332   2.4e-07   28.5  19.5   4   4   1.1e-05     0.017   12.5   0.5   120   182   600   657   595   668 0.80 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO66204.1           -            654 7995at5820           -            332   7.4e-05   20.3   2.1   1   2   3.4e-07   0.00052   17.5   0.0    74   153   324   404   289   417 0.80 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO66204.1           -            654 7995at5820           -            332   7.4e-05   20.3   2.1   2   2     0.025        38    1.5   0.7    97   146   431   482   415   539 0.66 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO67037.1           -            498 7995at5820           -            332   0.00034   18.1   4.7   1   3     0.012        18    2.6   0.2    33   107   242   317   213   340 0.79 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7995at5820           -            332   0.00034   18.1   4.7   2   3   4.6e-06    0.0069   13.8   0.4    97   157   349   411   318   417 0.83 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 7995at5820           -            332   0.00034   18.1   4.7   3   3     0.017        26    2.1   0.0    87   156   422   495   413   497 0.71 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7995at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7995at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7995at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:05:50 2026
# [ok]
