#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70117.1           -            505 10096at5820          -            271  2.1e-147  488.5  26.5   1   2   3.5e-58   8.9e-56  188.0   3.7     1   110     1   114     1   120 0.96 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO70117.1           -            505 10096at5820          -            271  2.1e-147  488.5  26.5   2   2   9.4e-97   2.4e-94  314.5  14.9   126   271   356   501   341   501 0.94 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO68014.1           -            392 10096at5820          -            271   2.2e-44  150.6  12.8   1   3     1e-08   2.6e-06   25.8   1.1   189   268    15    90     2    93 0.86 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 10096at5820          -            271   2.2e-44  150.6  12.8   2   3   3.5e-16   8.9e-14   50.3   0.1   182   268   107   195    98   198 0.89 poly(A)-binding protein, putative [Plasmodium vivax]
SCO68014.1           -            392 10096at5820          -            271   2.2e-44  150.6  12.8   3   3     4e-26     1e-23   82.8   1.5   175   270   192   287   190   288 0.96 poly(A)-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 10096at5820          -            271   7.5e-42  142.3   0.3   1   2      0.03       7.5    4.6   0.0   189   252     4    67     1    78 0.79 RNA-binding protein, putative [Plasmodium vivax]
SCO65839.1           -            292 10096at5820          -            271   7.5e-42  142.3   0.3   2   2   5.4e-42   1.4e-39  134.9   0.9   142   270   102   233    86   234 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO69492.1           -            503 10096at5820          -            271   8.8e-39  132.2  56.3   1   3   1.5e-05    0.0037   15.4  12.1   106   257     2   148     1   159 0.77 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10096at5820          -            271   8.8e-39  132.2  56.3   2   3      0.06        15    3.6  22.1    15   136   179   301   170   318 0.71 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO69492.1           -            503 10096at5820          -            271   8.8e-39  132.2  56.3   3   3     2e-38   5.2e-36  123.2   8.8   113   270   316   473   303   474 0.87 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO68028.1           -            513 10096at5820          -            271   7.6e-37  125.9   1.2   1   2       0.8     2e+02   -0.1   3.7   188   254    84   151     2   170 0.64 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
