#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   1  10   8.9e-10   1.8e-06   25.1   0.1     2    33   188   219   187   227 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   2  10   4.6e-27   9.3e-24   82.2   2.6    39   104   259   327   253   331 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   3  10     0.013        26    1.4   0.3   108   131   388   411   387   436 0.67 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   4  10   9.1e-08   0.00019   18.4   1.2   121   169   445   500   412   510 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   5  10   1.6e-13   3.3e-10   37.4   1.4   169   215   598   645   596   679 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   6  10     0.074   1.5e+02   -1.1   0.0   220   243   685   710   681   725 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   7  10   1.2e-65   2.5e-62  209.6   6.3   208   368   733   898   691   904 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   8  10     1e-21   2.1e-18   64.5   3.3   363   408   944   989   938   999 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1   9  10   2.5e-58     5e-55  185.5   3.6   406   530  1043  1175  1030  1192 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68233.1           -           1387 2198at5820           -            663  4.6e-239  793.7  75.1  10  10     5e-65     1e-61  207.7   3.1   537   663  1241  1384  1230  1384 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67449.1           -            847 2198at5820           -            663   2.7e-07   27.8   2.4   1   2   4.5e-09   9.2e-06   22.7   0.1   319   351   610   642   510   661 0.75 protein phosphatase PPM8, putative [Plasmodium vivax]
SCO67449.1           -            847 2198at5820           -            663   2.7e-07   27.8   2.4   2   2    0.0017       3.5    4.3   0.3   575   628   768   821   711   829 0.85 protein phosphatase PPM8, putative [Plasmodium vivax]
SCO69872.1           -            303 2198at5820           -            663      0.13    9.1  12.6   1   3     8e-06     0.016   12.0   4.0   247   353    42   155    13   164 0.80 protein phosphatase PPM7, putative [Plasmodium vivax]
SCO69872.1           -            303 2198at5820           -            663      0.13    9.1  12.6   2   3      0.19   3.9e+02   -2.5   0.0   449   476   187   214   160   224 0.74 protein phosphatase PPM7, putative [Plasmodium vivax]
SCO69872.1           -            303 2198at5820           -            663      0.13    9.1  12.6   3   3     0.023        47    0.6   0.6   576   631   229   290   225   303 0.63 protein phosphatase PPM7, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2198at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2198at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2198at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:25 2026
# [ok]
