#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69185.1           -           1539 1149at5820           -            799         0 1364.3 124.6   1   5  2.7e-289  5.6e-286  949.7  60.4     1   444    66   516    66   560 0.96 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1149at5820           -            799         0 1364.3 124.6   2   5   3.2e-37   6.4e-34  116.0  22.3   452   568   740   882   720   893 0.78 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1149at5820           -            799         0 1364.3 124.6   3   5   9.6e-16     2e-12   45.0   2.0   574   629  1038  1103  1028  1142 0.75 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1149at5820           -            799         0 1364.3 124.6   4   5   6.3e-40   1.3e-36  125.0   7.0   626   711  1266  1351  1168  1363 0.85 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1149at5820           -            799         0 1364.3 124.6   5   5   4.6e-48   9.2e-45  151.9   1.9   709   799  1439  1539  1426  1539 0.93 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1149at5820           -            799   2.8e-62  209.8  51.3   1   5   7.7e-42   1.6e-38  131.3  27.1     3   221    22   251    20   273 0.84 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1149at5820           -            799   2.8e-62  209.8  51.3   2   5   8.9e-31   1.8e-27   94.7  16.2   244   434   500   674   485   721 0.82 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1149at5820           -            799   2.8e-62  209.8  51.3   3   5       1.6   3.2e+03   -5.4   2.1   600   631  1248  1279  1199  1337 0.50 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1149at5820           -            799   2.8e-62  209.8  51.3   4   5      0.74   1.5e+03   -4.2   2.2   446   534  1618  1682  1584  1700 0.51 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1149at5820           -            799   2.8e-62  209.8  51.3   5   5    0.0079        16    2.3   0.1   759   798  2102  2140  2066  2141 0.79 amino acid transporter, putative [Plasmodium vivax]
SCO67804.1           -            143 1149at5820           -            799       1.3    5.9   7.8   1   2     0.084   1.7e+02   -1.1   1.7   484   512    50    78    18   111 0.54 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67804.1           -            143 1149at5820           -            799       1.3    5.9   7.8   2   2   2.2e-05     0.045   10.7   0.5     1    24   116   139   116   142 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1149at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1149at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1149at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:30 2026
# [ok]
