#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   1  12   2.5e-16   7.6e-13   45.4  21.0     1    60     1    67     1    74 0.87 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   2  12    1e-145  3.1e-142  473.9 104.4    48   355    76   395    69   398 0.95 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   3  12   8.4e-29   2.6e-25   86.7  26.8   350   471   429   543   414   546 0.78 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   4  12   9.3e-73   2.8e-69  232.3  46.1   425   636   539   767   537   820 0.88 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   5  12   1.2e-21   3.5e-18   63.1  15.9   635   727   823   926   799   943 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   6  12   1.1e-15   3.3e-12   43.3  16.7   695   796   978  1082   950  1086 0.83 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   7  12   4.9e-11   1.5e-07   27.9  18.8   709   855  1096  1235  1087  1243 0.77 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   8  12   8.1e-25   2.5e-21   73.5   9.0   840   906  1313  1379  1302  1389 0.88 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9   9  12   1.1e-59   3.3e-56  189.0  10.1   882  1043  1404  1600  1397  1605 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9  10  12   5.3e-42   1.6e-38  130.4   3.0  1045  1129  1627  1718  1622  1723 0.92 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9  11  12    0.0025       7.6    2.3   4.3  1120  1152  1750  1782  1732  1785 0.74 repetitive organellar protein, putative [Plasmodium vivax]
SCO65726.1           -           1866 1411at5820           -           1170         0 1321.7 356.9  12  12   2.3e-07    0.0007   15.7   0.2  1145  1170  1837  1863  1814  1863 0.84 repetitive organellar protein, putative [Plasmodium vivax]
SCO67069.1           -           1023 1411at5820           -           1170   0.00012   18.2  13.0   1   3     4e-08   0.00012   18.2  13.0   403   571   363   527   359   545 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67069.1           -           1023 1411at5820           -           1170   0.00012   18.2  13.0   2   3     0.002         6    2.7  31.5   396   586   592   784   573   798 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO67069.1           -           1023 1411at5820           -           1170   0.00012   18.2  13.0   3   3     0.071   2.1e+02   -2.5   2.7   459   490   932   963   908  1017 0.53 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1411at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1411at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:28 2026
# [ok]
