#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   1  11     1e-71   3.1e-68  229.0   9.9     1   137     2   138     2   146 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   2  11   9.1e-59   2.8e-55  186.1  15.3   127   265   156   324   152   333 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   3  11   2.1e-76   6.4e-73  244.5   9.7   272   411   405   546   392   550 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   4  11      0.13     4e+02   -3.5   0.1   409   427   570   588   568   595 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   5  11   2.4e-33   7.4e-30  101.7   0.6   421   486   609   674   605   678 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   6  11    7e-207  2.1e-203  677.2  43.9   485   865   704  1134   700  1147 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   7  11   2.4e-72   7.4e-69  231.1  10.9   861  1010  1180  1336  1176  1357 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   8  11   1.1e-98   3.4e-95  318.4  26.4   998  1162  1357  1521  1348  1533 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2   9  11  1.3e-125  3.9e-122  407.7  34.6  1162  1409  1611  1881  1609  1883 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2  10  11  7.3e-134  2.2e-130  435.0  31.4  1409  1667  1942  2213  1938  2222 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69856.1           -           2467 342at5820            -           1859         0 3117.2 278.2  11  11  1.9e-105  5.7e-102  340.8  22.4  1657  1859  2240  2467  2229  2467 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66034.1           -           4407 342at5820            -           1859     0.055    9.3   0.2   1   1   2.7e-05     0.083    8.7   0.2   865   909  2311  2355  2304  2387 0.87 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/342at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/342at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/342at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:51 2026
# [ok]
