#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   1   7   9.3e-06     0.028   10.5   2.9     1    55     1    56     1    76 0.67 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   2   7   5.8e-08   0.00018   17.8   0.4    22    63   206   247   198   271 0.76 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   3   7   3.6e-55   1.1e-51  174.1   3.1    47   149   300   402   278   439 0.85 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   4   7   1.8e-06    0.0055   12.8   0.4   146   186   530   571   518   588 0.83 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   5   7  7.9e-163  2.4e-159  530.5   9.5   181   424   983  1226   943  1265 0.91 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   6   7  3.9e-199  1.2e-195  650.7  12.9   411   721  1426  1745  1404  1750 0.92 calpain, putative [Plasmodium vivax]
SCO67999.1           -           2141 2102at5820           -           1057         0 2036.9  91.9   7   7  5.7e-206  1.7e-202  673.4  19.3   717  1057  1786  2138  1778  2138 0.96 calpain, putative [Plasmodium vivax]
SCO67952.1           -            453 2102at5820           -           1057      0.17    7.9  10.0   1   2   9.8e-07     0.003   13.7   2.4   147   231    65   149    36   174 0.88 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
SCO67952.1           -            453 2102at5820           -           1057      0.17    7.9  10.0   2   2     0.073   2.2e+02   -2.4   0.9    34    62   203   232   197   252 0.73 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2102at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2102at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2102at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:50 2026
# [ok]
