#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   1  11  5.1e-206  1.5e-202  673.8  27.6     1   302     1   305     1   311 0.98 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   2  11     4e-15   1.2e-11   41.7   0.4   302   345   368   417   336   421 0.82 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   3  11  4.3e-157  1.3e-153  511.8  19.5   344   568   477   701   474   717 0.97 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   4  11   7.9e-09   2.4e-05   20.8   1.9   565   612   749   800   744   814 0.82 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   5  11   3.6e-06     0.011   12.0   1.0   593   630   831   868   819   884 0.87 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   6  11     3e-08   9.2e-05   18.9   4.4   632   686   935   997   892  1037 0.70 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   7  11   1.1e-21   3.3e-18   63.4   6.0   662   767  1201  1331  1113  1352 0.76 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   8  11   3.4e-28     1e-24   85.0   5.9   772   843  1621  1691  1582  1709 0.76 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9   9  11   6.3e-07    0.0019   14.5   0.0   854   894  1759  1802  1708  1815 0.79 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9  10  11   2.5e-60   7.5e-57  191.4   7.6   881  1015  1821  1961  1811  1978 0.87 amino acid transporter, putative [Plasmodium vivax]
SCO70070.1           -           2142 1010at5820           -           1125         0 1722.8 139.9  11  11   7.3e-44   2.2e-40  136.9   0.1  1004  1125  2007  2142  1996  2142 0.85 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   1   5     4e-39   1.2e-35  121.2  35.7    16   257    62   293    52   309 0.89 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   2   5   1.7e-32     5e-29   99.2  30.4   373   534   322   499   314   514 0.86 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   3   5         2   6.1e+03   -8.7  10.9   630   846   772   836   722   888 0.34 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   4   5      0.47   1.4e+03   -4.9   1.1   546   616  1048  1116  1046  1128 0.68 amino acid transporter, putative [Plasmodium vivax]
SCO69185.1           -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   5   5       0.1   3.2e+02   -2.7   0.9  1087  1122  1501  1537  1487  1539 0.81 amino acid transporter, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1010at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:46 2026
# [ok]
