#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   1  22         6   6.1e+03  -13.1  11.9    18   345   489   534   469   559 0.42 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   2  22     0.007       7.1    2.0  21.7     5    84   570   649   565   686 0.65 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   3  22   0.00097      0.98    4.9  10.9    35   107   704   788   666   799 0.59 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   4  22   9.7e-05     0.099    8.2   7.7    95   141   857   905   847   944 0.81 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   5  22     1e-43     1e-40  137.5  33.6   132   336   961  1207   903  1223 0.74 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   6  22         6   6.1e+03   -9.1  21.0   305   364  1261  1322  1254  1330 0.53 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   7  22         6   6.1e+03  -12.5  17.5   299   365  1328  1399  1320  1414 0.62 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   8  22  6.5e-174  6.6e-171  569.3  20.0   312   608  1429  1727  1412  1750 0.93 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8   9  22   0.00013      0.13    7.8  10.8   611   680  1786  1870  1782  1882 0.67 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8  10  22     0.094        95   -1.7  10.7   633   707  1885  1992  1869  2004 0.62 NOT family protein, putative [Plasmodium vivax]
SCO69417.1           -           4725 171at5820            -           2190         0 2864.7 456.8  11  22   7.1e-22   7.2e-19   65.0   5.3   709   793  2040  2134  2034  2136 0.88 NOT family protein, putative [Plasmodium vivax]
