#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69405.1           -            877 3396at5820           -            652         0 1269.6  89.1   1   5   3.2e-12   5.5e-10   36.7  14.2     2    53    14    79    13    83 0.71 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 3396at5820           -            652         0 1269.6  89.1   2   5         0         0 1127.6  49.0    43   547   110   615    89   625 0.98 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 3396at5820           -            652         0 1269.6  89.1   3   5   2.1e-30   3.7e-28   96.8   1.4   547   612   659   726   654   756 0.92 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 3396at5820           -            652         0 1269.6  89.1   4   5     6e-08     1e-05   22.6   0.1   611   638   767   794   763   805 0.87 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO69405.1           -            877 3396at5820           -            652         0 1269.6  89.1   5   5     0.088        15    2.2   0.1   629   652   853   877   825   877 0.71 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO68088.1           -            599 3396at5820           -            652   1.4e-59  200.6  21.4   1   1   8.1e-62   1.4e-59  200.6  21.4    64   503   143   572   135   599 0.86 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO65570.1           -            536 3396at5820           -            652   6.2e-47  158.8  11.4   1   1   4.7e-49   8.2e-47  158.4  11.4    67   443   129   490   102   522 0.86 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO66912.1           -            433 3396at5820           -            652   9.6e-46  154.9   2.4   1   1   7.1e-48   1.2e-45  154.5   2.4    28   425    24   404     9   419 0.80 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO65404.1           -            850 3396at5820           -            652   9.6e-44  148.3   3.1   1   3   2.1e-29   3.6e-27   93.5   0.1    74   233   143   308   136   317 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 3396at5820           -            652   9.6e-44  148.3   3.1   2   3   0.00067      0.12    9.2   0.1   279   336   435   494   426   515 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO65404.1           -            850 3396at5820           -            652   9.6e-44  148.3   3.1   3   3   1.8e-14   3.1e-12   44.2   0.1   339   460   603   727   596   828 0.68 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO68991.1           -            528 3396at5820           -            652   1.4e-42  144.4   0.0   1   1   1.2e-44     2e-42  143.9   0.0    70   438   116   481    46   492 0.81 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO66253.1           -           1015 3396at5820           -            652   7.4e-42  142.0   4.7   1   1   6.1e-44   1.1e-41  141.5   4.7    79   424   637   987   623  1006 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
