#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66666.1           -            659 5700at5820           -            479  5.7e-241  798.7  19.5   1   4   1.9e-31   1.9e-28   97.9   0.1     1    79     1   103     1   119 0.81 delta tubulin, putative [Plasmodium vivax]
SCO66666.1           -            659 5700at5820           -            479  5.7e-241  798.7  19.5   2   4   2.7e-08   2.7e-05   21.5   0.0    76    97   139   160   135   166 0.91 delta tubulin, putative [Plasmodium vivax]
SCO66666.1           -            659 5700at5820           -            479  5.7e-241  798.7  19.5   3   4  2.1e-143  2.2e-140  467.0   9.5    97   356   193   488   189   497 0.91 delta tubulin, putative [Plasmodium vivax]
SCO66666.1           -            659 5700at5820           -            479  5.7e-241  798.7  19.5   4   4   8.4e-67   8.5e-64  214.5   0.1   360   479   538   658   527   658 0.98 delta tubulin, putative [Plasmodium vivax]
SCO65018.1           -            452 5700at5820           -            479   2.5e-26   90.9   9.5   1   2   4.8e-06    0.0048   14.1   0.3     3    92     5    92     3    95 0.68 tubulin gamma chain, putative [Plasmodium vivax]
SCO65018.1           -            452 5700at5820           -            479   2.5e-26   90.9   9.5   2   2     5e-26   5.1e-23   80.0   5.2   106   318    86   299    78   320 0.81 tubulin gamma chain, putative [Plasmodium vivax]
SCO69085.1           -            506 5700at5820           -            479   4.4e-17   60.4  28.6   1   3   2.4e-06    0.0024   15.1   0.5     3    93     5   103     3   105 0.68 tubulin epsilon chain, putative [Plasmodium vivax]
SCO69085.1           -            506 5700at5820           -            479   4.4e-17   60.4  28.6   2   3     3e-19     3e-16   57.6  11.9   106   320    96   316    91   322 0.81 tubulin epsilon chain, putative [Plasmodium vivax]
SCO69085.1           -            506 5700at5820           -            479   4.4e-17   60.4  28.6   3   3     0.056        57    0.7   3.2   375   474   330   433   319   438 0.63 tubulin epsilon chain, putative [Plasmodium vivax]
SCO66800.1           -            445 5700at5820           -            479   4.7e-17   60.3   0.0   1   3   0.00039      0.39    7.8   0.0     3    72     4    73     2    77 0.70 tubulin beta chain, putative [Plasmodium vivax]
SCO66800.1           -            445 5700at5820           -            479   4.7e-17   60.3   0.0   2   3   7.9e-17     8e-14   49.7   0.0   107   236    86   213    83   243 0.89 tubulin beta chain, putative [Plasmodium vivax]
SCO66800.1           -            445 5700at5820           -            479   4.7e-17   60.3   0.0   3   3      0.79     8e+02   -3.1   0.0   415   474   364   423   356   425 0.78 tubulin beta chain, putative [Plasmodium vivax]
SCO66357.1           -            453 5700at5820           -            479   2.9e-16   57.7   0.0   1   3     0.036        37    1.3   0.0    57    74    60    77    56    83 0.88 alpha tubulin 1, putative [Plasmodium vivax]
SCO66357.1           -            453 5700at5820           -            479   2.9e-16   57.7   0.0   2   3     2e-16     2e-13   48.4   0.0   106   308    87   289    78   297 0.85 alpha tubulin 1, putative [Plasmodium vivax]
SCO66357.1           -            453 5700at5820           -            479   2.9e-16   57.7   0.0   3   3    0.0055       5.5    4.0   0.0   413   475   372   434   364   438 0.83 alpha tubulin 1, putative [Plasmodium vivax]
SCO66035.1           -            450 5700at5820           -            479   3.3e-16   57.5   0.0   1   3     0.034        34    1.4   0.0    57    74    60    77    54    83 0.88 alpha tubulin 1, putative [Plasmodium vivax]
SCO66035.1           -            450 5700at5820           -            479   3.3e-16   57.5   0.0   2   3   2.4e-16   2.4e-13   48.1   0.0   106   308    87   289    78   297 0.85 alpha tubulin 1, putative [Plasmodium vivax]
SCO66035.1           -            450 5700at5820           -            479   3.3e-16   57.5   0.0   3   3    0.0054       5.5    4.0   0.0   413   475   372   434   364   438 0.83 alpha tubulin 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5700at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5700at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5700at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:56:04 2026
# [ok]
