#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69273.1           -            509 7533at5820           -            353  3.4e-190  630.3  42.2   1   3       1.1   9.2e+02   -2.6   0.1     1    13     1    13     1    17 0.88 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 7533at5820           -            353  3.4e-190  630.3  42.2   2   3   1.1e-74   9.8e-72  240.7  23.8     5   166    23   223    19   229 0.89 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO69273.1           -            509 7533at5820           -            353  3.4e-190  630.3  42.2   3   3  6.4e-121  5.6e-118  392.8   7.1   166   353   309   509   297   509 0.95 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO65095.1           -            447 7533at5820           -            353   1.3e-39  135.1   8.7   1   1   4.9e-42   4.3e-39  133.4   8.7     9   346    42   437    34   447 0.75 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO68631.1           -            533 7533at5820           -            353     2e-21   75.2  12.6   1   2   1.7e-06    0.0015   16.5   0.6    13   132    64   207    54   252 0.67 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO68631.1           -            533 7533at5820           -            353     2e-21   75.2  12.6   2   2     5e-20   4.4e-17   61.0   5.6   115   340   277   529   270   533 0.77 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO70259.1           -            565 7533at5820           -            353   1.2e-06   26.7   3.1   1   2   5.6e-05     0.048   11.5   0.0   299   338    67   105    56   119 0.82 coronin, putative [Plasmodium vivax]
SCO70259.1           -            565 7533at5820           -            353   1.2e-06   26.7   3.1   2   2   1.6e-05     0.014   13.3   2.4   206   318   125   239   107   263 0.77 coronin, putative [Plasmodium vivax]
SCO65922.1           -            458 7533at5820           -            353   4.3e-05   21.5   2.9   1   4    0.0055       4.8    4.9   0.0    95   132   141   180   133   192 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 7533at5820           -            353   4.3e-05   21.5   2.9   2   4      0.12   1.1e+02    0.5   0.0   249   315   268   335   265   341 0.74 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 7533at5820           -            353   4.3e-05   21.5   2.9   3   4   4.4e-06    0.0038   15.1   0.2   209   279   330   400   314   423 0.69 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 7533at5820           -            353   4.3e-05   21.5   2.9   4   4       1.1   9.9e+02   -2.7   0.0   253   277   429   453   398   457 0.80 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO69972.1           -            430 7533at5820           -            353   0.00081   17.4   1.5   1   2      0.27   2.4e+02   -0.6   0.1    77   132   224   279   217   288 0.74 protein TSSC1, putative [Plasmodium vivax]
SCO69972.1           -            430 7533at5820           -            353   0.00081   17.4   1.5   2   2   1.7e-06    0.0015   16.5   0.7   198   275   281   360   258   367 0.81 protein TSSC1, putative [Plasmodium vivax]
SCO70023.1           -            641 7533at5820           -            353   0.00088   17.2   2.6   1   3       2.7   2.4e+03   -3.9   0.1    86   100     4    18     3    40 0.77 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 7533at5820           -            353   0.00088   17.2   2.6   2   3    0.0041       3.5    5.4   0.1   214   253   377   417   369   423 0.83 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO70023.1           -            641 7533at5820           -            353   0.00088   17.2   2.6   3   3     1e-06   0.00088   17.2   2.6   222   326   436   541   422   560 0.77 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7533at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7533at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7533at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:00:20 2026
# [ok]
