#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66768.1           -           1547 1130at5820           -           1077         0 2103.7  34.2   1   2   6.9e-11     6e-08   29.4   1.3     1    71     1    77     1   123 0.47 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO66768.1           -           1547 1130at5820           -           1077         0 2103.7  34.2   2   2         0         0 2074.9  25.7    20  1066   160  1505   145  1516 0.90 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO64892.1           -           2317 1130at5820           -           1077   4.4e-74  248.4   0.3   1   5         7   6.1e+03   -8.8  12.4   963  1033    63   132    38   152 0.58 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1130at5820           -           1077   4.4e-74  248.4   0.3   2   5         7   6.1e+03  -10.0  12.3    33   102   346   420   322   448 0.41 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1130at5820           -           1077   4.4e-74  248.4   0.3   3   5      0.68   5.9e+02   -3.7   6.9    38   106   730   812   698   845 0.38 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1130at5820           -           1077   4.4e-74  248.4   0.3   4   5      0.21   1.8e+02   -1.9   0.4   985  1029  1318  1362  1285  1390 0.75 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO64892.1           -           2317 1130at5820           -           1077   4.4e-74  248.4   0.3   5   5     5e-77   4.4e-74  248.4   0.3   484   902  1799  2205  1774  2210 0.86 erythrocyte membrane-associated antigen, putative [Plasmodium vivax]
SCO67172.1           -           1089 1130at5820           -           1077   1.6e-50  170.4  23.7   1   3      0.29   2.5e+02   -2.4   2.0   200   264   108   178    56   203 0.61 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1130at5820           -           1077   1.6e-50  170.4  23.7   2   3     2e-31   1.8e-28   97.4   6.4   494   747   399   682   382   699 0.72 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO67172.1           -           1089 1130at5820           -           1077   1.6e-50  170.4  23.7   3   3     3e-27   2.6e-24   83.6   0.9   789   909   934  1060   926  1078 0.87 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO69611.1           -           2652 1130at5820           -           1077   3.4e-42  142.8  22.4   1   5       3.3   2.9e+03   -5.9   5.8    31   107  1406  1486  1396  1513 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1130at5820           -           1077   3.4e-42  142.8  22.4   2   5   6.9e-08     6e-05   19.5   0.0   491   531  1748  1790  1707  1800 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1130at5820           -           1077   3.4e-42  142.8  22.4   3   5     0.012        10    2.2   0.0   539   563  1825  1849  1812  1853 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1130at5820           -           1077   3.4e-42  142.8  22.4   4   5     3e-34   2.6e-31  106.8   2.2   584   871  2054  2361  2043  2374 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO69611.1           -           2652 1130at5820           -           1077   3.4e-42  142.8  22.4   5   5   1.1e-09   9.5e-07   25.5   0.1   857   908  2430  2478  2420  2578 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO66819.1           -           1736 1130at5820           -           1077   3.7e-25   86.4  38.2   1   6         1   8.9e+02   -4.3   5.9    38   123   243   328   206   351 0.54 DNA2/NAM7 helicase, putative [Plasmodium vivax]
