#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   1   6   5.6e-13   2.6e-10   37.9   0.0     1    43     1    58     1    61 0.85 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   2   6   6.5e-52     3e-49  166.6   1.4    42   140    87   190    80   196 0.93 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   3   6   4.2e-81     2e-78  263.0  12.0   137   274   214   351   210   359 0.98 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   4   6   5.4e-22   2.5e-19   67.7   0.3   273   318   372   417   366   433 0.89 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   5   6   4.7e-66   2.2e-63  213.3   6.4   314   431   451   569   446   573 0.95 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67989.1           -            887 3438at5820           -            675         0 1102.3  80.6   6   6    2e-115  9.4e-113  376.5  29.2   431   675   598   885   595   885 0.92 polyubiquitin binding protein, putative [Plasmodium vivax]
SCO67037.1           -            498 3438at5820           -            675   5.8e-18   63.2   4.7   1   2   3.4e-19   1.6e-16   58.4   1.9    67   290   210   434   184   460 0.76 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO67037.1           -            498 3438at5820           -            675   5.8e-18   63.2   4.7   2   2    0.0027       1.2    5.9   0.0   214   263   447   498   430   498 0.76 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO65843.1           -            324 3438at5820           -            675   2.7e-11   41.2   8.0   1   2   4.2e-09     2e-06   25.1   4.2    79   265    50   234    31   241 0.75 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 3438at5820           -            675   2.7e-11   41.2   8.0   2   2   1.3e-06   0.00061   16.9   0.1   203   259   262   319   253   322 0.89 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65322.1           -            499 3438at5820           -            675   2.8e-11   41.1   0.6   1   2   5.9e-14   2.8e-11   41.1   0.6   191   265    63   139    45   141 0.89 protein SOF1, putative [Plasmodium vivax]
SCO65322.1           -            499 3438at5820           -            675   2.8e-11   41.1   0.6   2   2     0.017       8.1    3.2   2.7   206   283   306   382   249   450 0.64 protein SOF1, putative [Plasmodium vivax]
SCO65804.1           -            322 3438at5820           -            675   8.2e-10   36.3   1.2   1   2   3.3e-10   1.6e-07   28.7   0.4   105   266    18   189     6   192 0.76 receptor for activated c kinase, putative [Plasmodium vivax]
SCO65804.1           -            322 3438at5820           -            675   8.2e-10   36.3   1.2   2   2    0.0019      0.87    6.4   0.0   224   320   189   279   188   288 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO67557.1           -            660 3438at5820           -            675   3.9e-07   27.4  22.9   1   5      0.93   4.3e+02   -2.5   4.1   423   475    16    72    11   113 0.69 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3438at5820           -            675   3.9e-07   27.4  22.9   2   5   0.00025      0.12    9.3   0.0   167   244   137   215   120   229 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3438at5820           -            675   3.9e-07   27.4  22.9   3   5   1.9e-05    0.0091   13.0   4.5    81   263   341   523   337   527 0.73 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3438at5820           -            675   3.9e-07   27.4  22.9   4   5   1.8e-08   8.4e-06   23.0   4.5    77   273   382   575   381   580 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67557.1           -            660 3438at5820           -            675   3.9e-07   27.4  22.9   5   5      0.23   1.1e+02   -0.5   0.0   227   263   623   659   607   660 0.88 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO67713.1           -           1240 3438at5820           -            675   1.2e-06   25.8  12.4   1   2   5.2e-07   0.00024   18.2   8.2   138   313   897  1078   888  1094 0.79 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67713.1           -           1240 3438at5820           -            675   1.2e-06   25.8  12.4   2   2   0.00045      0.21    8.5   0.1   163   264  1097  1206  1079  1214 0.65 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO67263.1           -            464 3438at5820           -            675   6.9e-06   23.3   8.5   1   3      0.21        96   -0.3   0.1   126   180    81   138    32   146 0.56 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO67263.1           -            464 3438at5820           -            675   6.9e-06   23.3   8.5   2   3   1.4e-05    0.0067   13.4   0.4   228   267   207   246   196   257 0.87 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO67263.1           -            464 3438at5820           -            675   6.9e-06   23.3   8.5   3   3   1.1e-05    0.0049   13.9   0.2   199   265   329   395   254   413 0.67 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO68633.1           -           1981 3438at5820           -            675   0.00018   18.6   0.4   1   2     0.012       5.5    3.8   0.0   227   268  1711  1752  1707  1830 0.71 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 3438at5820           -            675   0.00018   18.6   0.4   2   2   2.4e-05     0.011   12.7   0.1    80   134  1919  1977  1916  1981 0.81 myosin C, putative [Plasmodium vivax]
SCO69195.1           -            694 3438at5820           -            675    0.0003   17.9  22.5   1   4      0.07        33    1.2   0.2   234   319    12    51     3    74 0.58 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 3438at5820           -            675    0.0003   17.9  22.5   2   4     9e-05     0.042   10.8   1.8   187   263    80   160    70   168 0.87 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 3438at5820           -            675    0.0003   17.9  22.5   3   4   7.3e-07   0.00034   17.7   0.9   206   269   261   328   242   345 0.80 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO69195.1           -            694 3438at5820           -            675    0.0003   17.9  22.5   4   4     0.093        43    0.8   1.0   158   200   617   661   590   691 0.67 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
