#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   1  11   2.8e-09   4.3e-06   23.0   0.1    16    41   143   168   135   183 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   2  11  2.7e-261  4.1e-258  858.0  45.9    46   524   406   931   399   936 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   3  11   1.3e-16     2e-13   47.3   1.4   522   559   958   995   949  1011 0.90 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   4  11  9.6e-126  1.5e-122  408.9  15.8   569   779  1117  1331  1091  1351 0.95 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   5  11     8e-12   1.2e-08   31.4   5.4   774   816  1432  1475  1430  1492 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   6  11   3.6e-18   5.4e-15   52.4   6.3   810   878  1499  1576  1488  1597 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   7  11   7.2e-12   1.1e-08   31.6   1.4   883   933  1698  1748  1686  1762 0.82 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   8  11   6.3e-39   9.5e-36  121.2   0.0   931  1030  1853  1953  1821  1959 0.91 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9   9  11   1.5e-10   2.3e-07   27.2   0.0  1039  1082  2095  2140  2090  2144 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9  10  11   3.7e-84   5.7e-81  271.1  16.5  1079  1248  2172  2343  2166  2376 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO66901.1           -           2579 551at5820            -           1377         0 1922.0 204.9  11  11   1.3e-24     2e-21   73.8  58.5  1242  1376  2379  2575  2346  2576 0.68 WD repeat-containing protein, putative [Plasmodium vivax]
SCO67096.1           -            595 551at5820            -           1377   3.5e-06   23.3   0.4   1   3         4   6.1e+03   -9.0  14.3   813   920    69   184    30   225 0.56 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 551at5820            -           1377   3.5e-06   23.3   0.4   2   3   2.3e-09   3.5e-06   23.3   0.4   171   236   289   354   280   362 0.88 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO67096.1           -            595 551at5820            -           1377   3.5e-06   23.3   0.4   3   3    0.0027       4.1    3.2   0.1   177   232   421   475   380   536 0.84 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO65804.1           -            322 551at5820            -           1377     0.029   10.3   0.0   1   1   2.3e-05     0.035   10.0   0.0   157   238   150   233   127   273 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO68381.1           -            332 551at5820            -           1377       1.7    4.4  15.9   1   1    0.0014       2.2    4.1  15.9  1281  1368    67   150    22   159 0.61 Plasmodium exported protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/551at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:53:34 2026
# [ok]
