#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   1  12     2e-26     3e-23   79.2   0.7     1    70     1    84     1    89 0.88 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   2  12   1.7e-16   2.5e-13   46.3   3.6    66   115   109   158   103   174 0.91 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   3  12   8.2e-53   1.2e-49  166.7  24.1   110   264   199   371   165   387 0.81 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   4  12     1e-14   1.5e-11   40.4   7.6   272   367   433   552   419   561 0.75 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   5  12   9.3e-19   1.4e-15   53.7   8.8   332   409   582   659   578   711 0.76 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   6  12         4   6.1e+03  -20.1  32.6  1604  1665   730   791   722   799 0.70 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   7  12     1e-11   1.5e-08   30.4   6.0   387   456   815   888   805   921 0.75 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   8  12  8.6e-152  1.3e-148  495.0  49.6   471   765  1136  1453  1107  1457 0.91 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7   9  12   1.9e-50   2.9e-47  158.8   1.7   763   867  1529  1647  1526  1654 0.85 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7  10  12  1.6e-185  2.5e-182  606.8  19.5   864  1224  1677  2074  1673  2120 0.92 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7  11  12  1.9e-222  2.9e-219  729.3  51.6  1227  1668  2133  2630  2114  2639 0.88 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69415.1           -           3337 230at5820            -           2204         0 3309.1 316.7  12  12  4.1e-297  6.2e-294  977.0  25.5  1667  2204  2690  3245  2664  3245 0.95 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO69240.1           -            854 230at5820            -           2204   2.3e-29   99.5  12.3   1   3   7.7e-12   1.2e-08   30.8   1.0  1413  1549    33   163    12   169 0.76 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 230at5820            -           2204   2.3e-29   99.5  12.3   2   3   7.5e-13   1.1e-09   34.2   0.9  1085  1198   166   281   157   334 0.72 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69240.1           -            854 230at5820            -           2204   2.3e-29   99.5  12.3   3   3   6.3e-15   9.6e-12   41.0   0.2  1088  1208   411   533   400   583 0.85 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO69987.1           -            440 230at5820            -           2204   1.5e-24   83.5   6.4   1   2   1.9e-11   2.9e-08   29.5   1.3  2043  2136   179   270   158   277 0.86 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO69987.1           -            440 230at5820            -           2204   1.5e-24   83.5   6.4   2   2   1.4e-19   2.2e-16   56.4   0.3  2017  2175   278   426   272   436 0.90 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO66216.1           -            179 230at5820            -           2204   0.00015   17.2   0.3   1   2     0.029        44   -1.0   0.1   459   506    16    64     3    75 0.71 centrin-3, putative [Plasmodium vivax]
SCO66216.1           -            179 230at5820            -           2204   0.00015   17.2   0.3   2   2   9.8e-08   0.00015   17.2   0.3  1712  1756    80   123    72   140 0.79 centrin-3, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/230at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/230at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/230at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:24 2026
# [ok]
