#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68463.1           -            363 7201at5820           -            178  2.1e-104  345.0   8.5   1   1  1.7e-106  1.1e-103  342.6   8.5     1   178    88   289    88   289 0.93 WD repeat-containing protein 92, putative [Plasmodium vivax]
SCO65095.1           -            447 7201at5820           -            178     8e-08   30.4   0.9   1   3    0.0011      0.74    7.7   0.1    22    60   151   189   135   198 0.84 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO65095.1           -            447 7201at5820           -            178     8e-08   30.4   0.9   2   3   9.7e-07   0.00066   17.7   0.4     2    98   227   330   226   374 0.77 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO65095.1           -            447 7201at5820           -            178     8e-08   30.4   0.9   3   3      0.17   1.1e+02    0.6   0.0    21    73   393   446   378   447 0.79 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO67635.1           -            329 7201at5820           -            178    0.0002   19.3   6.3   1   2   3.8e-05     0.026   12.5   1.1     1    67    38   105    38   140 0.67 nucleolar Jumonji domain interacting protein, putative [Plasmodium vivax]
SCO67635.1           -            329 7201at5820           -            178    0.0002   19.3   6.3   2   2   0.00043      0.29    9.0   0.2   116   142   201   227   109   247 0.67 nucleolar Jumonji domain interacting protein, putative [Plasmodium vivax]
SCO68092.1           -            517 7201at5820           -            178   0.00029   18.8   4.3   1   4     0.027        18    3.2   0.1   119   142   203   226   135   242 0.89 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO68092.1           -            517 7201at5820           -            178   0.00029   18.8   4.3   2   4    0.0004      0.27    9.2   0.3    37   101   365   431   337   436 0.60 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO68092.1           -            517 7201at5820           -            178   0.00029   18.8   4.3   3   4   0.00058      0.39    8.6   0.1    30    75   398   443   392   458 0.77 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO68092.1           -            517 7201at5820           -            178   0.00029   18.8   4.3   4   4    0.0094       6.4    4.7   0.0    35    61   452   478   432   489 0.77 ribosome biogenesis protein YTM1, putative [Plasmodium vivax]
SCO68313.1           -            361 7201at5820           -            178   0.00065   17.7   0.3   1   2       3.9   2.6e+03   -3.9   0.1    79    89   167   177   165   181 0.81 diphthine methyltransferase, putative [Plasmodium vivax]
SCO68313.1           -            361 7201at5820           -            178   0.00065   17.7   0.3   2   2   1.9e-06    0.0013   16.7   0.0    32   135   198   309   182   320 0.79 diphthine methyltransferase, putative [Plasmodium vivax]
SCO65922.1           -            458 7201at5820           -            178    0.0011   16.9   0.0   1   3      0.11        74    1.2   0.0    28    55   152   178   138   187 0.63 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 7201at5820           -            178    0.0011   16.9   0.0   2   3      0.23   1.6e+02    0.1   0.0   111   155   211   253   192   257 0.82 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO65922.1           -            458 7201at5820           -            178    0.0011   16.9   0.0   3   3   0.00013      0.09   10.7   0.0     4    58   351   404   347   420 0.87 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO68971.1           -           1238 7201at5820           -            178    0.0018   16.3  36.4   1   5    0.0007      0.48    8.3   1.5    32    69    73   110    57   140 0.71 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7201at5820           -            178    0.0018   16.3  36.4   2   5    0.0002      0.13   10.1   6.9    12    97   152   239   129   246 0.65 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7201at5820           -            178    0.0018   16.3  36.4   3   5       2.1   1.4e+03   -3.0   1.1     4    31   373   401   339   414 0.70 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7201at5820           -            178    0.0018   16.3  36.4   4   5   0.00035      0.24    9.3   2.0     7   136   613   741   608   755 0.76 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO68971.1           -           1238 7201at5820           -            178    0.0018   16.3  36.4   5   5    0.0026       1.8    6.5   0.1    34    81   928   972   903   978 0.70 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO65843.1           -            324 7201at5820           -            178    0.0023   15.9   0.7   1   2     2e-05     0.013   13.4   0.1     4    60   103   155   100   163 0.85 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO65843.1           -            324 7201at5820           -            178    0.0023   15.9   0.7   2   2      0.36   2.4e+02   -0.5   0.0     3    48   275   317   263   321 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO69972.1           -            430 7201at5820           -            178    0.0032   15.4   0.2   1   2   6.9e-05     0.047   11.6   0.1     4    80   271   353   268   361 0.71 protein TSSC1, putative [Plasmodium vivax]
SCO69972.1           -            430 7201at5820           -            178    0.0032   15.4   0.2   2   2    0.0051       3.5    5.5   0.0     8    55   319   365   318   382 0.88 protein TSSC1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
