#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   1   9   7.1e-88   4.3e-84  281.6  24.7     2   153    10   165     9   178 0.95 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   2   9   3.6e-32   2.2e-28   97.1   4.8   148   207   224   283   216   302 0.88 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   3   9  1.1e-229  6.5e-226  751.2  59.1   209   594   423   826   416   832 0.96 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   4   9   1.9e-75   1.1e-71  240.4  20.2   593   749   912  1077   887  1083 0.93 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   5   9   5.9e-17   3.6e-13   46.7   0.0   752   798  1136  1183  1112  1197 0.78 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   6   9   1.1e-85   6.5e-82  274.4  10.6   802   957  1248  1406  1232  1413 0.95 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   7   9     9e-22   5.5e-18   62.7   0.2   957  1001  1447  1494  1438  1516 0.82 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   8   9   0.00015      0.89    5.7   0.0  1006  1031  1570  1604  1555  1610 0.76 zinc finger protein, putative [Plasmodium vivax]
SCO68946.1           -           1836 1374at5820           -           1085         0 1787.3 171.8   9   9   7.7e-22   4.7e-18   62.9   2.8  1035  1085  1786  1836  1753  1836 0.88 zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1374at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:17 2026
# [ok]
