#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO65900.1           -            529 6024at5820           -            405    1e-205  682.2  37.9   1   4  2.9e-143  4.4e-140  466.0  15.4     1   235     1   236     1   245 0.95 zinc finger protein, putative [Plasmodium vivax]
SCO65900.1           -            529 6024at5820           -            405    1e-205  682.2  37.9   2   4   5.7e-27   8.7e-24   83.0   6.8   205   288   239   340   225   350 0.77 zinc finger protein, putative [Plasmodium vivax]
SCO65900.1           -            529 6024at5820           -            405    1e-205  682.2  37.9   3   4   5.8e-14   8.8e-11   40.2   0.2   292   337   382   427   374   434 0.85 zinc finger protein, putative [Plasmodium vivax]
SCO65900.1           -            529 6024at5820           -            405    1e-205  682.2  37.9   4   4   3.1e-33   4.8e-30  103.7   0.2   332   405   456   529   449   529 0.94 zinc finger protein, putative [Plasmodium vivax]
SCO68763.1           -            735 6024at5820           -            405   3.7e-59  199.5  13.0   1   2   9.8e-31   1.5e-27   95.4   1.3     1    67     1    67     1    77 0.93 D13 protein, putative [Plasmodium vivax]
SCO68763.1           -            735 6024at5820           -            405   3.7e-59  199.5  13.0   2   2   9.9e-35   1.5e-31  108.6   4.5   113   227    78   189    72   270 0.69 D13 protein, putative [Plasmodium vivax]
SCO66118.1           -           1457 6024at5820           -            405   9.7e-07   26.9   3.0   1   2   1.2e-09   1.8e-06   26.0   1.9   111   168     7    64     2    72 0.94 zinc finger protein, putative [Plasmodium vivax]
SCO66118.1           -           1457 6024at5820           -            405   9.7e-07   26.9   3.0   2   2      0.19   2.8e+02   -1.0   0.0   112   131    74    93    66   101 0.86 zinc finger protein, putative [Plasmodium vivax]
SCO68372.1           -           1356 6024at5820           -            405   1.3e-05   23.2   5.2   1   3   8.3e-09   1.3e-05   23.2   5.2    98   159    29    90    15   110 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68372.1           -           1356 6024at5820           -            405   1.3e-05   23.2   5.2   2   3      0.79   1.2e+03   -3.0   1.0   216   258   479   519   450   525 0.62 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO68372.1           -           1356 6024at5820           -            405   1.3e-05   23.2   5.2   3   3         2   3.1e+03   -4.4   0.7   293   315  1195  1217  1168  1246 0.52 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6024at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6024at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6024at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:36 2026
# [ok]
