#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67682.1           -            816 2904at5820           -            646         0 1201.5  74.4   1   3   4.2e-46   7.7e-44  148.4   0.2     1    76     1    76     1   105 0.93 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 2904at5820           -            646         0 1201.5  74.4   2   3   3.1e-73   5.6e-71  238.1  13.3    82   213   133   269   118   272 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO67682.1           -            816 2904at5820           -            646         0 1201.5  74.4   3   3  1.2e-249  2.3e-247  820.9  47.5   212   646   324   816   320   816 0.93 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO68760.1           -            398 2904at5820           -            646   2.8e-33  113.5   0.2   1   3   5.8e-12   1.1e-09   35.6   0.0     3    65    24    86    22    91 0.96 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 2904at5820           -            646   2.8e-33  113.5   0.2   2   3   2.8e-10   5.1e-08   30.1   0.0   220   325    94   209    86   229 0.84 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO68760.1           -            398 2904at5820           -            646   2.8e-33  113.5   0.2   3   3   1.6e-14   2.9e-12   44.1   0.0   448   540   282   374   271   383 0.90 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO67853.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   1   3   5.6e-06     0.001   15.9   0.0    10    58   134   182   127   194 0.89 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   2   3   2.6e-13   4.8e-11   40.1   0.5   219   354   226   371   212   392 0.82 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67853.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   3   3   8.4e-15   1.6e-12   45.0   0.0   453   538   424   509   416   530 0.85 ATP-dependent helicase, putative [Plasmodium vivax]
SCO67714.1           -           1006 2904at5820           -            646   4.5e-30  103.0   0.6   1   3   8.6e-10   1.6e-07   28.5   0.0     4    67   583   646   580   653 0.95 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO67714.1           -           1006 2904at5820           -            646   4.5e-30  103.0   0.6   2   3   1.8e-06   0.00033   17.5   0.0   218   302   658   755   649   767 0.81 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
